,last_move,predicted_position,target_position,shape,region,color,steps,time
29,grip,[13  6],[14  6],P,right,blue,8,2.346317768096924
30,grip,[16  9],[16  8],P,right,blue,8,2.3221867084503174
31,grip,[13 15],[13 15],P,bottom right,blue,11,3.1555166244506836
32,grip,[13  8],[7 3],P,top,blue,6,1.772571086883545
33,grip,[ 2 17],[ 2 16],P,bottom left,blue,20,5.653448581695557
34,grip,[ 8 15],[ 8 15],P,bottom,blue,8,2.3357760906219482
35,grip,[12  5],[12  5],P,top,blue,8,2.4016799926757812
36,up,[11  7],[12  6],P,center,blue,20,5.589820861816406
37,grip,[14 16],[14 16],P,bottom right,blue,13,3.7241225242614746
38,grip,[ 8 13],[ 8 12],P,center,blue,6,1.7768158912658691
39,grip,[5 2],[5 2],P,top left,blue,12,3.4469308853149414
40,grip,[ 6 13],[ 6 14],P,bottom,green,8,2.335994243621826
41,grip,[6 7],[6 7],P,center,green,6,1.7785775661468506
42,grip,[12  2],[12  3],P,top,green,11,3.1728618144989014
43,grip,[ 9 14],[ 9 14],P,bottom,green,6,1.7776844501495361
44,grip,[10 11],[10 11],P,center,green,4,1.2226588726043701
45,grip,[3 8],[3 7],P,left,green,8,2.3345608711242676
46,grip,[10 14],[10 13],P,bottom,green,7,2.055979013442993
47,grip,[16  7],[16  7],P,right,green,10,2.8926711082458496
48,grip,[2 2],[2 2],P,top left,green,15,4.2830893993377686
49,up,[12 12],[12 12],P,center,green,20,5.576794624328613
50,grip,[7 4],[7 4],P,top,green,8,2.3378961086273193
51,left,[11 17],[ 7 15],P,bottom,green,20,5.575439929962158
52,grip,[6 4],[6 4],P,top,green,9,2.6129159927368164
53,grip,[13  4],[13  3],P,top right,green,10,2.89009952545166
54,grip,[11  8],[12  8],P,center,green,8,2.337775945663452
55,up,[  9 -11],[8 6],P,center,green,20,5.645480632781982
56,grip,[8 7],[8 7],P,center,green,4,1.2204902172088623
57,grip,[6 3],[7 3],P,top,green,10,2.8926093578338623
58,grip,[15 11],[15 10],P,right,green,9,2.6152596473693848
59,grip,[13 12],[13 12],P,right,green,8,2.3341422080993652
60,grip,[8 8],[8 8],P,center,yellow,3,0.9454009532928467
61,grip,[ 5 13],[ 3 16],P,bottom left,yellow,9,2.6111836433410645
62,grip,[ 6 11],[ 6 11],P,center,yellow,6,1.7771916389465332
63,grip,[3 4],[3 4],P,top left,yellow,12,3.446259021759033
64,grip,[ 7 14],[12  7],P,center,yellow,12,3.4479050636291504
65,grip,[8 6],[8 6],P,center,yellow,5,1.497541904449463
66,grip,[11  9],[11  9],P,center,yellow,3,0.9418137073516846
67,left,[-2  0],[3 8],P,left,yellow,20,5.5730016231536865
68,grip,[14  6],[14  6],P,right,yellow,9,2.6130692958831787
69,left,[ 7 15],[ 6 15],P,bottom,yellow,20,5.569986820220947
70,grip,[16  8],[16  8],P,right,yellow,9,2.6144208908081055
71,grip,[ 3 14],[ 3 14],P,bottom left,yellow,12,3.445760726928711
72,grip,[ 5 12],[ 5 12],P,left,yellow,8,2.3341007232666016
73,grip,[7 9],[7 8],P,center,yellow,3,0.9404013156890869
74,grip,[6 9],[6 9],P,center,yellow,4,1.2196307182312012
75,grip,[5 6],[ 8 11],P,center,yellow,10,2.905848503112793
76,grip,[12 15],[13 15],P,bottom right,yellow,10,2.904757261276245
77,grip,[5 8],[5 8],P,left,yellow,6,1.8169889450073242
78,grip,[13 10],[14 10],P,right,yellow,12,3.509195327758789
79,grip,[ 3 12],[ 3 12],P,left,yellow,10,2.895343542098999
80,grip,[ 6 14],[ 6 13],P,bottom,cyan,9,2.616135597229004
81,grip,[ 6 16],[ 6 16],P,bottom,cyan,11,3.1768109798431396
82,grip,[ 9 15],[10 15],P,bottom,cyan,7,2.0577399730682373
83,grip,[ 8 12],[ 8 11],P,center,cyan,5,1.500603199005127
84,grip,[16  8],[16  7],P,right,cyan,9,2.6167514324188232
85,grip,[15 10],[16 10],P,right,cyan,8,2.336742401123047
86,grip,[ 8 16],[ 8 15],P,bottom,cyan,9,2.6161563396453857
87,grip,[7 2],[7 2],P,top,cyan,10,2.8926005363464355
88,grip,[ 5 13],[ 5 13],P,bottom left,cyan,9,2.6913623809814453
89,grip,[9 3],[9 3],P,top,cyan,7,2.057964324951172
90,grip,[13 13],[13 13],P,bottom right,cyan,11,3.478203058242798
91,up,[15  7],[12 12],P,center,cyan,20,5.577872037887573
92,grip,[10 16],[10 16],P,bottom,cyan,9,2.617621898651123
93,grip,[10 16],[10 16],P,bottom,cyan,9,2.622075319290161
94,grip,[11 14],[14  2],P,top right,cyan,12,3.5505990982055664
95,grip,[13 10],[14 10],P,right,cyan,6,1.7826669216156006
96,grip,[5 3],[11  7],P,center,cyan,11,3.1765615940093994
97,grip,[ 6 14],[12  9],P,center,cyan,9,2.6209700107574463
98,grip,[4 6],[4 6],P,left,cyan,9,2.6183419227600098
99,down,[15 12],[13  6],P,right,cyan,20,5.740828514099121
100,grip,[ 3 11],[ 3 11],P,left,magenta,9,2.615679979324341
101,up,[12  8],[13 11],P,right,magenta,20,5.5797319412231445
102,grip,[16 11],[16 11],P,right,magenta,10,2.9010934829711914
103,grip,[15  9],[12  6],P,center,magenta,11,3.175405740737915
104,grip,[ 3 15],[ 3 15],P,bottom left,magenta,13,3.8393046855926514
105,left,[9 7],[11  7],P,center,magenta,20,5.581112384796143
106,grip,[15 14],[15 14],P,bottom right,magenta,14,4.128122091293335
107,grip,[13  7],[13  6],P,right,magenta,7,2.059999465942383
108,grip,[12  2],[12  2],P,top,magenta,11,3.172182559967041
109,grip,[11 13],[11 13],P,bottom,magenta,7,2.057752847671509
110,grip,[2 4],[2 4],P,top left,magenta,13,3.8371198177337646
111,grip,[14 10],[14 10],P,right,magenta,11,3.175537347793579
112,down,[13 15],[15 16],P,bottom right,magenta,20,5.741048574447632
113,grip,[10 11],[11 11],P,center,magenta,4,1.220531702041626
114,grip,[ 4 11],[ 4 11],P,left,magenta,8,2.3351449966430664
115,grip,[ 7 16],[ 7 16],P,bottom,magenta,10,2.895209312438965
116,grip,[12  7],[12  6],P,center,magenta,6,1.8355908393859863
117,grip,[9 9],[9 9],P,center,magenta,1,0.38370633125305176
118,down,[ 5 15],[ 5 16],P,bottom left,magenta,20,5.756351947784424
119,grip,[ 2 17],[ 2 16],P,bottom left,magenta,16,4.698547124862671
120,grip,[14 16],[14 16],T,bottom right,red,13,3.7304136753082275
121,grip,[12  6],[12  6],T,center,red,7,2.058703660964966
122,grip,[10 15],[10 15],T,bottom,red,8,2.3367207050323486
123,grip,[ 4 16],[ 4 16],T,bottom left,red,13,3.729663848876953
124,grip,[11 10],[3 7],T,left,red,4,1.2242960929870605
125,grip,[10 14],[11 14],T,bottom,red,7,2.0578598976135254
126,grip,[ 4 15],[ 4 15],T,bottom left,red,12,3.451824188232422
127,down,[5 7],[10 12],T,center,red,20,5.579931020736694
128,grip,[14 16],[14 16],T,bottom right,red,17,4.843966245651245
129,grip,[7 8],[7 7],T,center,red,4,1.220207691192627
130,grip,[15 14],[15 14],T,bottom right,red,12,3.4531145095825195
131,grip,[15  6],[15  6],T,right,red,10,2.8948001861572266
132,grip,[ 9 15],[ 9 15],T,bottom,red,7,2.058309555053711
133,grip,[5 7],[5 7],T,left,red,7,2.0577540397644043
134,grip,[10  6],[10  6],T,center,red,5,1.499746561050415
135,grip,[ 7 15],[ 7 15],T,bottom,red,9,2.614295721054077
136,grip,[10 13],[11 13],T,bottom,red,8,2.3384335041046143
137,grip,[13  5],[13  5],T,top right,red,11,3.4436545372009277
138,grip,[2 2],[2 2],T,top left,red,15,4.288859128952026
139,grip,[5 6],[5 6],T,left,red,8,2.3381266593933105
140,grip,[15  7],[15  7],T,right,blue,9,2.6180496215820312
141,grip,[11 15],[12 15],T,bottom,blue,9,2.61555814743042
142,grip,[10 13],[11 13],T,bottom,blue,6,1.7778756618499756
143,grip,[11 16],[11 16],T,bottom,blue,10,2.895102024078369
144,grip,[8 2],[7 2],T,top,blue,9,2.6155972480773926
145,grip,[13  2],[13  2],T,top right,blue,12,3.4572575092315674
146,grip,[8 3],[7 3],T,top,blue,8,2.33978533744812
147,grip,[5 8],[5 8],T,left,blue,7,2.1663460731506348
148,grip,[12  9],[12  9],T,center,blue,4,1.2224054336547852
149,grip,[16 13],[16 13],T,bottom right,blue,12,3.450766086578369
150,up,[5 9],[9 4],T,top,blue,20,5.580249547958374
151,grip,[12 15],[13 15],T,bottom right,blue,10,2.894517183303833
152,grip,[13  5],[13  4],T,top right,blue,9,2.6373231410980225
153,grip,[15  6],[16  6],T,right,blue,10,2.895684242248535
154,grip,[16 14],[16 14],T,bottom right,blue,13,3.730013608932495
155,grip,[5 8],[5 8],T,left,blue,6,1.779186487197876
156,grip,[ 3 16],[ 3 16],T,bottom left,blue,14,4.008377552032471
157,grip,[14 12],[14 12],T,right,blue,9,2.663461685180664
158,grip,[5 5],[4 5],T,top left,blue,11,3.172532081604004
159,grip,[10 10],[ 9 10],T,center,blue,3,0.947037935256958
160,grip,[9 6],[10  6],T,center,green,4,1.2220873832702637
161,grip,[ 6 13],[ 6 13],T,bottom,green,8,2.338427782058716
162,grip,[ 6 10],[ 7 10],T,center,green,5,1.500349760055542
163,grip,[ 6 11],[ 5 11],T,left,green,6,1.779973030090332
164,grip,[ 7 15],[ 7 14],T,bottom,green,9,2.617450714111328
165,up,[  8 -10],[16  3],T,top right,green,20,5.586527585983276
166,grip,[ 6 11],[ 6 11],T,center,green,6,1.7803232669830322
167,grip,[4 7],[4 7],T,left,green,8,2.3394715785980225
168,grip,[13 16],[13 16],T,bottom right,green,12,3.451531171798706
169,grip,[5 7],[5 7],T,left,green,7,2.060474157333374
170,grip,[ 9 13],[ 9 13],T,bottom,green,5,1.5005567073822021
171,up,[ 6 -6],[9 3],T,top,green,20,5.587987422943115
172,grip,[10 13],[10 12],T,center,green,6,1.7799875736236572
173,up,[12  8],[10  6],T,center,green,20,5.5841076374053955
174,grip,[10  5],[10  5],T,top,green,6,1.7798521518707275
175,grip,[ 6 16],[15  3],T,top right,green,11,3.1731066703796387
176,grip,[ 4 13],[ 4 13],T,bottom left,green,10,2.8924779891967773
177,grip,[ 5 13],[ 5 13],T,bottom left,green,9,2.620482921600342
178,grip,[ 4 13],[ 3 13],T,bottom left,green,10,2.8923938274383545
179,grip,[14 10],[15 10],T,right,green,7,2.0589778423309326
180,grip,[11  9],[11  9],T,center,yellow,3,0.9775567054748535
181,grip,[11  7],[12  7],T,center,yellow,5,1.5162537097930908
182,grip,[16  4],[16  4],T,top right,yellow,16,4.871609926223755
183,grip,[ 5 11],[11  3],T,top,yellow,7,2.055065155029297
184,up,[ 8 -6],[7 7],T,center,yellow,20,5.572166442871094
185,down,[8 4],[9 3],T,top,yellow,20,5.5712127685546875
186,grip,[8 3],[7 3],T,top,yellow,8,2.3333582878112793
187,down,[7 9],[ 2 16],T,bottom left,yellow,20,5.5690083503723145
188,grip,[ 8 15],[ 8 15],T,bottom,yellow,8,2.336646318435669
189,grip,[12  5],[12  5],T,top,yellow,8,2.350468397140503
190,grip,[6 9],[12  6],T,center,yellow,4,1.2196085453033447
191,grip,[14 16],[14 16],T,bottom right,yellow,13,3.7330336570739746
192,grip,[ 9 12],[ 8 12],T,center,yellow,4,1.2202033996582031
193,grip,[5 3],[5 2],T,top left,yellow,11,3.1668713092803955
194,grip,[ 6 14],[ 6 14],T,bottom,yellow,9,2.6139776706695557
195,grip,[6 7],[6 7],T,center,yellow,8,2.3446314334869385
196,grip,[11  3],[12  3],T,top,yellow,9,2.615013360977173
197,grip,[ 9 14],[ 9 14],T,bottom,yellow,6,1.7771944999694824
198,down,[10 10],[10 11],T,center,yellow,20,5.577446699142456
199,grip,[4 7],[3 7],T,left,yellow,10,3.139394998550415
200,grip,[10 13],[10 13],T,bottom,cyan,6,1.8032987117767334
201,grip,[16  7],[16  7],T,right,cyan,10,2.8896851539611816
202,up,[ 6 -8],[2 2],T,top left,cyan,20,5.730393648147583
203,grip,[12 12],[12 12],T,center,cyan,7,2.0535995960235596
204,up,[11 -9],[7 4],T,top,cyan,20,5.572376489639282
205,grip,[ 8 15],[ 7 15],T,bottom,cyan,8,2.332695960998535
206,grip,[6 5],[6 4],T,top,cyan,8,2.3326237201690674
207,grip,[13  3],[13  3],T,top right,cyan,12,3.6522018909454346
208,grip,[12  8],[12  8],T,center,cyan,5,1.4976224899291992
209,grip,[9 6],[8 6],T,center,cyan,4,1.2195031642913818
210,grip,[8 7],[8 7],T,center,cyan,4,1.2178027629852295
211,grip,[7 3],[7 3],T,top,cyan,9,2.612166166305542
212,grip,[15 10],[15 10],T,right,cyan,8,2.3335890769958496
213,grip,[12 12],[13 12],T,right,cyan,7,2.055063486099243
214,grip,[8 8],[8 8],T,center,cyan,3,0.940394401550293
215,grip,[ 3 16],[ 3 16],T,bottom left,cyan,14,4.118675708770752
216,grip,[ 6 11],[ 6 11],T,center,cyan,6,1.7773947715759277
217,grip,[3 4],[3 4],T,top left,cyan,12,3.5452229976654053
218,grip,[12  8],[12  7],T,center,cyan,5,1.4978110790252686
219,down,[5 9],[8 6],T,center,cyan,20,5.574486970901489
220,grip,[11  9],[11  9],T,center,magenta,3,0.9408528804779053
221,grip,[3 8],[3 8],T,left,magenta,8,2.332566976547241
222,right,[ 8 15],[14  6],T,right,magenta,20,5.749990701675415
223,grip,[ 6 15],[ 6 15],T,bottom,magenta,10,2.8947103023529053
224,grip,[15  8],[16  8],T,right,magenta,8,2.3362858295440674
225,grip,[ 3 14],[ 3 14],T,bottom left,magenta,12,3.5501816272735596
226,grip,[ 6 12],[ 5 12],T,left,magenta,7,2.0564322471618652
227,grip,[8 8],[7 8],T,center,magenta,3,0.9409315586090088
228,grip,[6 9],[6 9],T,center,magenta,4,1.2199487686157227
229,grip,[ 8 11],[ 8 11],T,center,magenta,4,1.218841552734375
230,grip,[13 15],[13 15],T,bottom right,magenta,11,3.2608182430267334
231,grip,[6 8],[5 8],T,left,magenta,5,1.4995176792144775
232,grip,[14 10],[14 10],T,right,magenta,7,2.0551538467407227
233,right,[8 8],[ 3 12],T,left,magenta,20,5.572332859039307
234,grip,[ 7 13],[ 6 13],T,bottom,magenta,7,2.055290460586548
235,grip,[ 7 16],[ 6 16],T,bottom,magenta,10,2.8919692039489746
236,right,[15 19],[10 15],T,bottom,magenta,20,5.5731236934661865
237,grip,[ 9 11],[ 8 11],T,center,magenta,3,0.9418113231658936
238,grip,[16  7],[16  7],T,right,magenta,10,2.894822835922241
239,grip,[16 10],[16 10],T,right,magenta,9,2.6157124042510986
240,grip,[ 8 15],[ 8 15],U,bottom,red,8,2.3370587825775146
241,grip,[7 2],[7 2],U,top,red,10,2.8943190574645996
242,grip,[ 5 13],[ 5 13],U,bottom left,red,9,2.6174819469451904
243,grip,[9 3],[9 3],U,top,red,7,2.059253692626953
244,grip,[13 13],[13 13],U,bottom right,red,9,2.6448655128479004
245,grip,[12 12],[12 12],U,center,red,7,2.0862503051757812
246,grip,[10 16],[10 16],U,bottom,red,9,2.6205735206604004
247,grip,[10 16],[10 16],U,bottom,red,9,2.619938611984253
248,grip,[14  3],[14  2],U,top right,red,12,3.4531147480010986
249,grip,[14 11],[14 10],U,right,red,9,2.7228119373321533
250,grip,[11  7],[11  7],U,center,red,5,1.500608205795288
251,grip,[12 10],[12  9],U,center,red,5,1.5008859634399414
252,grip,[4 6],[4 6],U,left,red,9,2.615720748901367
253,grip,[13  6],[13  6],U,right,red,8,2.335331678390503
254,grip,[ 3 11],[ 3 11],U,left,red,9,2.61495304107666
255,grip,[12 11],[13 11],U,right,red,7,2.1631202697753906
256,grip,[16 11],[16 11],U,right,red,12,3.6616859436035156
257,grip,[12  7],[12  6],U,center,red,6,1.7773432731628418
258,grip,[ 3 15],[ 3 15],U,bottom left,red,13,3.727508544921875
259,grip,[11  7],[11  7],U,center,red,5,1.4995999336242676
260,grip,[14 14],[15 14],U,bottom right,blue,11,3.1700210571289062
261,grip,[13  6],[13  6],U,right,blue,8,2.3355753421783447
262,grip,[12  2],[12  2],U,top,blue,11,3.1781094074249268
263,grip,[11 13],[11 13],U,bottom,blue,7,2.057248830795288
264,up,[ 7 -9],[2 4],U,top left,blue,20,5.575077056884766
265,grip,[13 10],[14 10],U,right,blue,6,1.7844512462615967
266,grip,[15 16],[15 16],U,bottom right,blue,14,4.008570432662964
267,grip,[11 12],[11 11],U,center,blue,6,1.8560736179351807
268,grip,[ 4 11],[ 4 11],U,left,blue,8,2.351532220840454
269,grip,[ 7 16],[ 7 16],U,bottom,blue,10,2.8937206268310547
270,grip,[12  6],[12  6],U,center,blue,7,2.0582072734832764
271,grip,[9 9],[9 9],U,center,blue,1,0.38352036476135254
272,grip,[ 5 16],[ 5 16],U,bottom left,blue,12,3.448923349380493
273,grip,[ 3 16],[ 2 16],U,bottom left,blue,14,4.00667667388916
274,grip,[14 16],[14 16],U,bottom right,blue,13,3.7277157306671143
275,grip,[12  6],[12  6],U,center,blue,7,2.062379837036133
276,grip,[10 15],[10 15],U,bottom,blue,8,2.3360977172851562
277,grip,[ 4 16],[ 4 16],U,bottom left,blue,13,3.7273080348968506
278,grip,[3 8],[3 7],U,left,blue,8,2.3365635871887207
279,grip,[10 14],[11 14],U,bottom,blue,7,2.056997299194336
280,grip,[ 4 15],[ 4 15],U,bottom left,green,12,3.4534146785736084
281,grip,[10 12],[10 12],U,center,green,5,1.5000715255737305
282,grip,[14 16],[14 16],U,bottom right,green,13,3.7267537117004395
283,grip,[7 8],[7 7],U,center,green,4,1.2212255001068115
284,grip,[15 14],[15 14],U,bottom right,green,16,4.9883644580841064
285,grip,[15  6],[15  6],U,right,green,10,2.8955347537994385
286,grip,[ 9 15],[ 9 15],U,bottom,green,7,2.059523582458496
287,up,[ 5 -7],[5 7],U,left,green,20,5.591103553771973
288,grip,[10  6],[10  6],U,center,green,5,1.5017766952514648
289,grip,[ 7 15],[ 7 15],U,bottom,green,9,2.6760969161987305
290,grip,[11 13],[11 13],U,bottom,green,7,2.0575754642486572
291,grip,[13  5],[13  5],U,top right,green,9,2.6161270141601562
292,up,[8 8],[2 2],U,top left,green,20,5.572893142700195
293,grip,[5 6],[5 6],U,left,green,8,2.3378429412841797
294,grip,[15  7],[15  7],U,right,green,10,3.0017313957214355
295,grip,[11 15],[12 15],U,bottom,green,9,2.6161611080169678
296,grip,[11 13],[11 13],U,bottom,green,7,2.057565450668335
297,grip,[11 16],[11 16],U,bottom,green,10,2.897980213165283
298,grip,[7 2],[7 2],U,top,green,10,2.893791675567627
299,grip,[13  2],[13  2],U,top right,green,12,3.449289083480835
300,grip,[7 3],[7 3],U,top,yellow,9,2.6154136657714844
301,up,[ 5 -7],[5 8],U,left,yellow,20,5.5756213665008545
302,grip,[12  9],[12  9],U,center,yellow,4,1.2212553024291992
303,grip,[16 14],[16 13],U,bottom right,yellow,19,6.076744556427002
304,up,[12 -8],[9 4],U,top,yellow,20,5.665991544723511
305,grip,[12 15],[13 15],U,bottom right,yellow,10,2.9142985343933105
306,grip,[ 7 16],[13  4],U,top right,yellow,12,3.4586589336395264
307,grip,[15  6],[16  6],U,right,yellow,10,2.9107658863067627
308,grip,[16 14],[16 14],U,bottom right,yellow,16,4.841387987136841
309,grip,[5 8],[5 8],U,left,yellow,6,1.7649242877960205
310,grip,[ 3 17],[ 3 16],U,bottom left,yellow,15,4.255038738250732
311,grip,[14 12],[14 12],U,right,yellow,9,2.6075923442840576
312,grip,[5 5],[4 5],U,top left,yellow,9,2.599381685256958
313,grip,[ 2 15],[ 9 10],U,center,yellow,14,4.004655361175537
314,grip,[10  6],[10  6],U,center,yellow,5,1.5034546852111816
315,grip,[ 6 13],[ 6 13],U,bottom,yellow,8,2.3322789669036865
316,grip,[ 6 10],[ 7 10],U,center,yellow,5,1.4927902221679688
317,grip,[ 5 11],[ 5 11],U,left,yellow,7,2.047959804534912
318,grip,[ 7 15],[ 7 14],U,bottom,yellow,9,2.6032638549804688
319,grip,[16  3],[16  3],U,top right,yellow,14,3.9853358268737793
320,up,[ 6 10],[ 6 11],U,center,cyan,20,5.545556306838989
321,grip,[4 7],[4 7],U,left,cyan,8,2.3236682415008545
322,grip,[ 3 10],[13 16],U,bottom right,cyan,8,2.3897311687469482
323,up,[ 5 -7],[5 7],U,left,cyan,20,5.548651695251465
324,grip,[ 9 14],[ 9 13],U,bottom,cyan,6,1.780198574066162
325,grip,[9 3],[9 3],U,top,cyan,7,2.047806739807129
326,grip,[10 13],[10 12],U,center,cyan,6,1.7744076251983643
327,grip,[10  6],[10  6],U,center,cyan,5,1.4936103820800781
328,grip,[10  5],[10  5],U,top,cyan,6,1.8284013271331787
329,grip,[15  3],[15  3],U,top right,cyan,14,4.24481201171875
330,grip,[ 3 14],[ 4 13],U,bottom left,cyan,12,3.5420286655426025
331,up,[12 -4],[ 5 13],U,bottom left,cyan,20,5.730662822723389
332,grip,[ 4 13],[ 3 13],U,bottom left,cyan,10,2.9632885456085205
333,grip,[14 10],[15 10],U,right,cyan,7,2.0468430519104004
334,grip,[10  9],[11  9],U,center,cyan,8,2.3272390365600586
335,grip,[12  7],[12  7],U,center,cyan,6,1.766258955001831
336,right,[20  0],[16  4],U,top right,cyan,20,5.714494705200195
337,grip,[11  4],[11  3],U,top,cyan,8,2.32130765914917
338,grip,[8 7],[7 7],U,center,cyan,4,1.2106585502624512
339,up,[  9 -11],[9 3],U,top,cyan,20,5.543754577636719
340,grip,[7 3],[7 3],U,top,magenta,9,2.6007907390594482
341,grip,[ 2 16],[ 2 16],U,bottom left,magenta,15,4.3962907791137695
342,grip,[ 8 15],[ 8 15],U,bottom,magenta,8,2.3278727531433105
343,grip,[12  5],[12  5],U,top,magenta,8,2.3303442001342773
344,right,[17 -3],[12  6],U,center,magenta,20,5.576305866241455
345,grip,[14 16],[14 16],U,bottom right,magenta,13,3.8306827545166016
346,grip,[ 8 12],[ 8 12],U,center,magenta,5,1.5599250793457031
347,up,[ 9 -3],[5 2],U,top left,magenta,20,5.737717628479004
348,grip,[ 6 14],[ 6 14],U,bottom,magenta,9,2.6081271171569824
349,grip,[6 8],[6 7],U,center,magenta,5,1.49226975440979
350,grip,[12  3],[12  3],U,top,magenta,10,2.8831400871276855
351,grip,[ 9 14],[ 9 14],U,bottom,magenta,6,1.7701165676116943
352,grip,[ 7 15],[10 11],U,center,magenta,9,2.6020777225494385
353,grip,[3 7],[3 7],U,left,magenta,9,2.599824905395508
354,grip,[11 13],[10 13],U,bottom,magenta,7,2.0539660453796387
355,left,[ 9 10],[16  7],U,right,magenta,20,5.64020562171936
356,grip,[2 2],[2 2],U,top left,magenta,15,4.378462553024292
357,grip,[12 12],[12 12],U,center,magenta,7,2.0428476333618164
358,grip,[7 4],[7 4],U,top,magenta,8,2.3211419582366943
359,grip,[ 8 15],[ 7 15],U,bottom,magenta,8,2.324620008468628
360,grip,[6 4],[6 4],W,top,red,9,2.6078124046325684
361,grip,[16 13],[13  3],W,top right,red,12,3.4401297569274902
362,grip,[12  8],[12  8],W,center,red,5,1.4970285892486572
363,down,[12 14],[8 6],W,center,red,20,5.579854488372803
364,down,[10  8],[8 7],W,center,red,20,5.5802624225616455
365,grip,[15 13],[7 3],W,top,red,12,3.616560459136963
366,grip,[14 10],[15 10],W,right,red,7,2.0557777881622314
367,grip,[13 12],[13 12],W,right,red,8,2.335192918777466
368,up,[8 8],[8 8],W,center,red,20,5.57300066947937
369,grip,[ 3 16],[ 3 16],W,bottom left,red,14,4.007567882537842
370,grip,[ 6 11],[ 6 11],W,center,red,6,1.7778058052062988
371,grip,[3 4],[3 4],W,top left,red,12,3.446755886077881
372,grip,[12  7],[12  7],W,center,red,6,1.778735876083374
373,grip,[8 6],[8 6],W,center,red,5,1.5001375675201416
374,grip,[11  9],[11  9],W,center,red,3,0.9413621425628662
375,grip,[4 8],[3 8],W,left,red,7,2.06233549118042
376,grip,[14  6],[14  6],W,right,red,11,3.3821158409118652
377,grip,[ 6 15],[ 6 15],W,bottom,red,10,2.892481565475464
378,grip,[16  9],[16  8],W,right,red,8,2.333024501800537
379,grip,[ 4 14],[ 3 14],W,bottom left,red,11,3.1664860248565674
380,grip,[ 5 12],[ 5 12],W,left,blue,10,2.894737958908081
381,grip,[6 8],[7 8],W,center,blue,15,4.289159059524536
382,grip,[6 9],[6 9],W,center,blue,4,1.2199687957763672
383,grip,[ 9 11],[ 8 11],W,center,blue,3,0.9406342506408691
384,grip,[13 15],[13 15],W,bottom right,blue,12,3.551316022872925
385,grip,[5 8],[5 8],W,left,blue,6,1.779728889465332
386,grip,[14 10],[14 10],W,right,blue,7,2.05791974067688
387,grip,[ 3 12],[ 3 12],W,left,blue,10,2.8905251026153564
388,grip,[ 6 13],[ 6 13],W,bottom,blue,8,2.4136693477630615
389,grip,[ 6 16],[ 6 16],W,bottom,blue,11,3.1831908226013184
390,grip,[10 15],[10 15],W,bottom,blue,8,2.3323304653167725
391,grip,[ 8 11],[ 8 11],W,center,blue,8,2.3338561058044434
392,grip,[15  7],[16  7],W,right,blue,9,2.6118295192718506
393,grip,[16 10],[16 10],W,right,blue,9,2.6146209239959717
394,grip,[ 8 15],[ 8 15],W,bottom,blue,8,2.3381142616271973
395,up,[  9 -11],[7 2],W,top,blue,20,5.567033052444458
396,grip,[ 5 13],[ 5 13],W,bottom left,blue,9,2.6098294258117676
397,grip,[9 3],[9 3],W,top,blue,7,2.0538547039031982
398,grip,[13 13],[13 13],W,bottom right,blue,14,4.5270774364471436
399,grip,[11 12],[12 12],W,center,blue,6,1.7770514488220215
400,down,[14 10],[10 16],W,bottom,green,20,5.572436332702637
401,grip,[10 16],[10 16],W,bottom,green,9,2.61151385307312
