,last_move,predicted_position,target_position,shape,region,color,steps,time
30,right,[26  6],[ 4 13],P,bottom left,blue,20,3.4871103763580322
31,right,[29  9],[16  5],P,top right,blue,20,3.5024518966674805
32,right,[28  8],[9 3],P,top,blue,20,3.4946742057800293
33,up,[ 10 -10],[10  5],P,top,blue,20,3.5921132564544678
34,right,[29  9],[ 3 16],P,bottom left,blue,20,3.516551971435547
35,right,[28 10],[15  8],P,right,blue,20,3.4977917671203613
36,up,[  9 -11],[8 2],P,top,blue,20,3.4860665798187256
37,right,[29  9],[15  6],P,right,blue,20,3.4880714416503906
38,right,[29  9],[6 2],P,top,blue,20,3.479139804840088
39,right,[29  9],[13 15],P,bottom right,blue,20,3.4846298694610596
40,right,[29  9],[9 7],P,center,green,20,3.506769895553589
41,right,[29  9],[10  8],P,center,green,20,3.484729290008545
42,right,[29  9],[12  6],P,center,green,20,3.4875946044921875
43,right,[29  9],[14  3],P,top right,green,20,3.4918582439422607
44,right,[29  9],[14 16],P,bottom right,green,20,3.492241621017456
45,right,[29  9],[10 16],P,bottom,green,20,3.486523151397705
46,up,[15 -5],[6 4],P,top,green,20,3.4950151443481445
47,right,[29  9],[15 11],P,right,green,20,3.526296615600586
48,right,[29  9],[9 6],P,center,green,20,3.5029385089874268
49,right,[29  9],[14  9],P,right,green,20,3.494685649871826
50,up,[9 7],[2 7],P,left,green,20,3.5731658935546875
51,right,[29  9],[ 9 12],P,center,green,20,3.5007615089416504
52,right,[29  9],[6 9],P,center,green,20,3.493797540664673
53,up,[  9 -11],[2 2],P,top left,green,20,3.4983608722686768
54,down,[15  9],[ 9 13],P,bottom,green,20,3.499345541000366
55,right,[29  9],[13 14],P,bottom right,green,20,3.4984185695648193
56,right,[26 12],[2 9],P,left,green,20,3.501628875732422
57,right,[29  9],[13 14],P,bottom right,green,20,3.514008045196533
58,right,[29  9],[12  6],P,center,green,20,3.4939773082733154
59,right,[23  3],[5 3],P,top left,green,20,3.5018668174743652
60,right,[29  9],[ 2 11],P,left,yellow,20,3.506990671157837
61,right,[29  9],[12  9],P,center,yellow,20,3.5035505294799805
62,down,[14 12],[ 3 10],P,left,yellow,20,3.504141092300415
63,right,[26  6],[11  3],P,top,yellow,20,3.5040571689605713
64,right,[29  9],[14  8],P,right,yellow,20,3.498084545135498
65,right,[29  9],[13  7],P,right,yellow,20,3.5089077949523926
66,right,[28 10],[ 2 13],P,bottom left,yellow,20,3.497455596923828
67,right,[29  9],[15 11],P,right,yellow,20,3.590547800064087
68,right,[29  9],[13 14],P,bottom right,yellow,20,3.503260374069214
69,right,[29  9],[ 6 16],P,bottom,yellow,20,3.4950947761535645
70,down,[12 26],[ 2 14],P,bottom left,yellow,20,3.498562812805176
71,down,[ 9 29],[ 2 15],P,bottom left,yellow,20,3.498049020767212
72,right,[29  9],[10  7],P,center,yellow,20,3.4926421642303467
73,right,[29  9],[11  8],P,center,yellow,20,3.495588541030884
74,down,[ 9 11],[ 8 10],P,center,yellow,20,3.4998762607574463
75,up,[9 9],[2 5],P,top left,yellow,20,3.499054193496704
76,up,[  9 -11],[12  2],P,top,yellow,20,3.4965929985046387
77,right,[29  9],[15  8],P,right,yellow,20,3.4901506900787354
78,right,[29  9],[ 9 10],P,center,yellow,20,3.49729585647583
79,right,[29  9],[8 6],P,center,yellow,20,3.4963207244873047
80,right,[29  9],[ 2 11],P,left,cyan,20,3.5077173709869385
81,right,[28 10],[ 7 10],P,center,cyan,20,3.5040361881256104
82,right,[29  9],[ 6 14],P,bottom,cyan,20,3.506685256958008
83,right,[29  9],[12  4],P,top,cyan,20,3.505500316619873
84,up,[  9 -11],[2 3],P,top left,cyan,20,3.5799922943115234
85,right,[29  9],[16  9],P,right,cyan,20,3.5113556385040283
86,right,[29  9],[16  7],P,right,cyan,20,3.502004623413086
87,up,[11  9],[3 7],P,left,cyan,20,3.50156569480896
88,right,[29  9],[11 14],P,bottom,cyan,20,3.5009469985961914
89,right,[29  9],[14  6],P,right,cyan,20,3.5031256675720215
90,right,[29  9],[4 7],P,left,cyan,20,3.502492666244507
91,up,[  9 -11],[11  4],P,top,cyan,20,3.5051183700561523
92,right,[28  8],[11  4],P,top,cyan,20,3.501046895980835
93,right,[29  9],[15 11],P,right,cyan,20,3.5102837085723877
94,right,[29  9],[10 12],P,center,cyan,20,3.4981210231781006
95,right,[29  9],[16  9],P,right,cyan,20,3.498629093170166
96,right,[29  9],[16  7],P,right,cyan,20,3.4953558444976807
97,down,[ 9 15],[ 2 15],P,bottom left,cyan,20,3.499579429626465
98,right,[29  9],[13  9],P,right,cyan,20,3.5031650066375732
99,right,[29  9],[6 4],P,top,cyan,20,3.4974734783172607
100,up,[14 -6],[4 2],P,top left,magenta,20,3.5141067504882812
101,up,[ 9 11],[ 5 13],P,bottom left,magenta,20,3.54547381401062
102,right,[29  9],[16 15],P,bottom right,magenta,20,3.562931776046753
103,right,[29  9],[16 13],P,bottom right,magenta,20,3.500420570373535
104,up,[15 -5],[4 4],P,top left,magenta,20,3.496583938598633
105,down,[15 13],[14  6],P,right,magenta,20,3.500725030899048
106,right,[29  9],[ 9 11],P,center,magenta,20,3.499363899230957
107,right,[29  9],[13 15],P,bottom right,magenta,20,3.5035011768341064
108,right,[24 14],[3 8],P,left,magenta,20,3.5000908374786377
109,right,[29  9],[13 13],P,bottom right,magenta,20,3.518740177154541
110,right,[29  9],[8 8],P,center,magenta,20,3.4967453479766846
111,right,[29  9],[13 14],P,bottom right,magenta,20,3.499685049057007
112,right,[27  7],[10  2],P,top,magenta,20,3.497833728790283
113,right,[27 11],[ 7 15],P,bottom,magenta,20,3.494945526123047
114,right,[28  8],[13  8],P,right,magenta,20,3.4937963485717773
115,up,[  9 -11],[10 14],P,bottom,magenta,20,3.4965195655822754
116,up,[15 13],[ 2 14],P,bottom left,magenta,20,3.516827344894409
117,right,[29  9],[15  2],P,top right,magenta,20,3.5016872882843018
118,right,[29  9],[9 4],P,top,magenta,20,3.534259796142578
119,right,[29  9],[15  6],P,right,magenta,20,3.5478053092956543
120,right,[29  9],[14  6],T,right,red,20,3.4920527935028076
121,right,[29  9],[3 2],T,top left,red,20,3.492957353591919
122,right,[29  9],[ 7 13],T,bottom,red,20,3.4953207969665527
123,right,[29  9],[13 11],T,right,red,20,3.4912872314453125
124,right,[29  9],[ 4 11],T,left,red,20,3.494926691055298
125,up,[9 9],[ 6 16],T,bottom,red,20,3.5135245323181152
126,right,[29  9],[ 9 15],T,bottom,red,20,3.4966177940368652
127,right,[29  9],[16 12],T,right,red,20,3.502465009689331
128,up,[  9 -11],[5 4],T,top left,red,20,3.4968628883361816
129,right,[29  9],[15  9],T,right,red,20,3.4924228191375732
130,right,[29  9],[15  9],T,right,red,20,3.4889700412750244
131,right,[29  9],[8 9],T,center,red,20,3.49056077003479
132,right,[23  3],[8 3],T,top,red,20,3.4914965629577637
133,up,[12 12],[ 8 14],T,bottom,red,20,3.4902560710906982
134,up,[  9 -11],[11 13],T,bottom,red,20,3.5078554153442383
135,up,[16  6],[ 6 13],T,bottom,red,20,3.4881041049957275
136,up,[12  4],[10 16],T,bottom,red,20,3.592456102371216
137,right,[29  9],[ 7 11],T,center,red,20,3.496068239212036
138,right,[28 10],[ 4 11],T,left,red,20,3.4921107292175293
139,up,[ 9 13],[5 7],T,left,red,20,3.4942193031311035
140,right,[28  8],[6 5],T,top,blue,20,3.507488489151001
141,right,[29  9],[ 8 13],T,bottom,blue,20,3.5191988945007324
142,up,[15 -5],[5 2],T,top left,blue,20,3.50614857673645
143,right,[28  8],[14 14],T,bottom right,blue,20,3.5189476013183594
144,right,[29  9],[16 12],T,right,blue,20,3.4952361583709717
145,right,[25 13],[ 3 11],T,left,blue,20,3.4939281940460205
146,up,[  9 -11],[2 7],T,left,blue,20,3.497253656387329
147,right,[29  9],[8 3],T,top,blue,20,3.497161626815796
148,right,[29  9],[2 9],T,left,blue,20,3.4896979331970215
149,right,[29  9],[15  2],T,top right,blue,20,3.4969894886016846
150,right,[29  9],[6 3],T,top,blue,20,3.4911088943481445
151,up,[  9 -11],[11  4],T,top,blue,20,3.4983344078063965
152,up,[  9 -11],[7 5],T,top,blue,20,3.494257688522339
153,right,[29  9],[3 6],T,left,blue,20,3.5790865421295166
154,right,[29  9],[ 7 16],T,bottom,blue,20,3.489697217941284
155,right,[29  9],[ 7 10],T,center,blue,20,3.491083860397339
156,right,[29  9],[11  7],T,center,blue,20,3.4927306175231934
157,right,[27  7],[9 3],T,top,blue,20,3.4946165084838867
158,right,[29  9],[6 7],T,center,blue,20,3.497080087661743
159,down,[10 14],[ 6 13],T,bottom,blue,20,3.495810031890869
160,down,[12  8],[4 7],T,left,green,20,3.506734609603882
161,right,[29  9],[ 9 11],T,center,green,20,3.494363307952881
162,right,[29  9],[6 8],T,center,green,20,3.495213031768799
163,right,[29  9],[12  7],T,center,green,20,3.4905953407287598
164,right,[29  9],[12 10],T,center,green,20,3.4930708408355713
165,up,[  9 -11],[2 2],T,top left,green,20,3.4934744834899902
166,right,[29  9],[ 8 12],T,center,green,20,3.4958484172821045
167,right,[28  8],[11  6],T,center,green,20,3.4921023845672607
168,right,[29  9],[13 13],T,bottom right,green,20,3.495638608932495
169,right,[29  9],[16  9],T,right,green,20,3.491473436355591
170,right,[29  9],[ 6 14],T,bottom,green,20,3.62963604927063
171,right,[28  8],[16  8],T,right,green,20,3.497648239135742
172,right,[29  9],[6 8],T,center,green,20,3.4962267875671387
173,right,[29  9],[6 8],T,center,green,20,3.5112051963806152
174,right,[29  9],[6 7],T,center,green,20,3.4954471588134766
175,down,[9 9],[ 5 13],T,bottom left,green,20,3.497096538543701
176,up,[  9 -11],[4 5],T,top left,green,20,3.509835958480835
177,right,[29  9],[13  8],T,right,green,20,3.496532917022705
178,right,[29  9],[16 14],T,bottom right,green,20,3.492997407913208
179,right,[27  7],[3 8],T,left,green,20,3.4932031631469727
180,up,[17  5],[ 7 14],T,bottom,yellow,20,3.488119602203369
181,right,[29  9],[14 15],T,bottom right,yellow,20,3.4940361976623535
182,right,[29  9],[12 11],T,center,yellow,20,3.4907920360565186
183,right,[29  9],[13 13],T,bottom right,yellow,20,3.4976727962493896
184,up,[ 9 13],[9 7],T,center,yellow,20,3.4913294315338135
185,up,[14 -6],[8 5],T,top,yellow,20,3.5228428840637207
186,right,[29  9],[ 9 10],T,center,yellow,20,3.5320560932159424
187,down,[14 10],[4 9],T,left,yellow,20,3.60299015045166
188,right,[25  5],[6 7],T,center,yellow,20,3.490297555923462
189,up,[9 9],[ 3 10],T,left,yellow,20,3.4871344566345215
190,right,[29  9],[9 7],T,center,yellow,20,3.489485502243042
191,right,[29  9],[14  4],T,top right,yellow,20,3.489924430847168
192,right,[29  9],[ 8 15],T,bottom,yellow,20,3.4844467639923096
193,down,[17  9],[ 5 10],T,left,yellow,20,3.4831318855285645
194,right,[29  9],[13  7],T,right,yellow,20,3.498034715652466
195,right,[29  9],[ 9 12],T,center,yellow,20,3.490298271179199
196,right,[29  9],[13  6],T,right,yellow,20,3.487565517425537
197,up,[9 9],[ 5 11],T,left,yellow,20,3.495110273361206
198,right,[29  9],[11 10],T,center,yellow,20,3.495119333267212
199,right,[29  9],[15 16],T,bottom right,yellow,20,3.4910640716552734
200,up,[  9 -11],[5 2],T,top left,cyan,20,3.4966840744018555
201,up,[  9 -11],[12 14],T,bottom,cyan,20,3.493786096572876
202,up,[  9 -11],[2 3],T,top left,cyan,20,3.5073561668395996
203,up,[9 9],[ 2 13],T,bottom left,cyan,20,3.502176284790039
204,right,[29  9],[ 3 10],T,left,cyan,20,3.6449358463287354
205,right,[29  9],[15  5],T,top right,cyan,20,3.507439374923706
206,right,[29  9],[ 6 13],T,bottom,cyan,20,3.5042638778686523
207,up,[16 -4],[14 14],T,bottom right,cyan,20,3.496431350708008
208,right,[29  9],[7 9],T,center,cyan,20,3.496340036392212
209,right,[25  5],[7 5],T,top,cyan,20,3.493485927581787
210,right,[29  9],[2 6],T,left,cyan,20,3.4894659519195557
211,right,[29  9],[14 16],T,bottom right,cyan,20,3.4987077713012695
212,up,[  9 -11],[6 3],T,top,cyan,20,3.497368812561035
213,right,[29  9],[8 6],T,center,cyan,20,3.492772102355957
214,up,[  9 -11],[2 2],T,top left,cyan,20,3.489966869354248
215,right,[27  7],[13 12],T,right,cyan,20,3.492368459701538
216,right,[29  9],[16 13],T,bottom right,cyan,20,3.493245840072632
217,up,[  9 -11],[8 5],T,top,cyan,20,3.489936113357544
218,right,[29  9],[ 7 14],T,bottom,cyan,20,3.496750831604004
219,right,[29  9],[15 11],T,right,cyan,20,3.482764720916748
220,down,[13 11],[4 6],T,left,magenta,20,3.494677782058716
221,right,[29  9],[12 11],T,center,magenta,20,3.5750203132629395
222,down,[15  9],[ 3 15],T,bottom left,magenta,20,3.5185205936431885
223,right,[29  9],[12  3],T,top,magenta,20,3.499138116836548
224,right,[29  9],[ 8 13],T,bottom,magenta,20,3.5007214546203613
225,right,[28  8],[6 2],T,top,magenta,20,3.4979875087738037
226,up,[14 10],[ 4 15],T,bottom left,magenta,20,3.494462728500366
227,right,[23  3],[12  5],T,top,magenta,20,3.4959707260131836
228,right,[29  9],[15  5],T,top right,magenta,20,3.4997947216033936
229,right,[29  9],[15 10],T,right,magenta,20,3.4945926666259766
230,right,[29  9],[12  8],T,center,magenta,20,3.4928512573242188
231,right,[29  9],[ 6 13],T,bottom,magenta,20,3.499903440475464
232,right,[29  9],[13  5],T,top right,magenta,20,3.5011708736419678
233,right,[29  9],[ 7 11],T,center,magenta,20,3.4940292835235596
234,right,[29  9],[2 6],T,left,magenta,20,3.496182680130005
235,right,[29  9],[12  2],T,top,magenta,20,3.49600887298584
236,up,[12 -8],[3 7],T,left,magenta,20,3.4952006340026855
237,right,[29  9],[8 7],T,center,magenta,20,3.4916727542877197
238,right,[29  9],[10 15],T,bottom,magenta,20,3.580303907394409
239,right,[29  9],[12 12],T,center,magenta,20,3.51963210105896
240,right,[29  9],[16 13],U,bottom right,red,20,3.499385356903076
241,right,[29  9],[ 5 15],U,bottom left,red,20,3.497455358505249
242,right,[29  9],[ 9 16],U,bottom,red,20,3.4992129802703857
243,right,[29  9],[9 8],U,center,red,20,3.4973433017730713
244,right,[29  9],[13 11],U,right,red,20,3.4973297119140625
245,right,[29  9],[13 10],U,right,red,20,3.494338035583496
246,right,[24  4],[2 3],U,top left,red,20,3.527423620223999
247,right,[29  9],[ 6 15],U,bottom,red,20,3.4960968494415283
248,up,[14 -6],[10  3],U,top,red,20,3.4965622425079346
249,right,[29  9],[ 9 11],U,center,red,20,3.489976644515991
250,right,[29  9],[ 4 11],U,left,red,20,3.492753028869629
251,right,[29  9],[14 10],U,right,red,20,3.4928979873657227
252,right,[29  9],[13  6],U,right,red,20,3.494330406188965
253,right,[29  9],[10 10],U,center,red,20,3.491649866104126
254,right,[29  9],[ 6 10],U,center,red,20,3.493511438369751
255,right,[29  9],[16 10],U,right,red,20,3.5387730598449707
256,right,[20  0],[11 13],U,bottom,red,20,3.5426533222198486
257,right,[29  9],[15  5],U,top right,red,20,3.498724937438965
258,right,[29  9],[13 11],U,right,red,20,3.49926495552063
259,right,[29  9],[16  3],U,top right,red,20,3.5025665760040283
260,right,[29  9],[14  8],U,right,blue,20,3.5032103061676025
261,right,[29  9],[ 5 14],U,bottom left,blue,20,3.499856472015381
262,right,[29  9],[13 11],U,right,blue,20,3.501377582550049
263,down,[ 9 29],[ 4 14],U,bottom left,blue,20,3.4984281063079834
264,right,[29  9],[4 4],U,top left,blue,20,3.4977614879608154
265,right,[29  9],[7 9],U,center,blue,20,3.4909183979034424
266,right,[29  9],[15 16],U,bottom right,blue,20,3.4961447715759277
267,right,[29  9],[11  8],U,center,blue,20,3.4953086376190186
268,right,[29  9],[11 10],U,center,blue,20,3.49761700630188
269,right,[29  9],[5 3],U,top left,blue,20,3.49373722076416
270,right,[29  9],[ 6 16],U,bottom,blue,20,3.4881534576416016
271,right,[29  9],[13 16],U,bottom right,blue,20,3.4914722442626953
272,up,[11 13],[ 3 16],U,bottom left,blue,20,3.5034329891204834
273,right,[29  9],[ 4 12],U,left,blue,20,3.5496346950531006
274,right,[29  9],[ 2 16],U,bottom left,blue,20,3.496464490890503
275,right,[29  9],[14  7],U,right,blue,20,3.500936508178711
276,right,[29  9],[4 6],U,left,blue,20,3.496042251586914
277,right,[29  9],[11  8],U,center,blue,20,3.499119281768799
278,right,[29  9],[14  3],U,top right,blue,20,3.503633499145508
279,right,[27 11],[ 2 13],U,bottom left,blue,20,3.5003623962402344
280,up,[  9 -11],[13  4],U,top right,green,20,3.5058953762054443
281,right,[29  9],[12  3],U,top,green,20,3.5024049282073975
282,right,[29  9],[12  8],U,center,green,20,3.495410680770874
283,up,[16 -4],[10  2],U,top,green,20,3.4964916706085205
284,right,[27 11],[ 3 10],U,left,green,20,3.498076915740967
285,right,[29  9],[7 7],U,center,green,20,3.4983158111572266
286,right,[29  9],[6 4],U,top,green,20,3.4947290420532227
287,right,[29  9],[10 12],U,center,green,20,3.498619556427002
288,right,[26  6],[16  5],U,top right,green,20,3.504958152770996
289,right,[29  9],[16 16],U,bottom right,green,20,3.4999420642852783
290,right,[29  9],[15 12],U,right,green,20,3.613269805908203
291,right,[28  8],[14  2],U,top right,green,20,3.4898998737335205
292,right,[20  0],[9 4],U,top,green,20,3.4851808547973633
293,right,[24  4],[12  5],U,top,green,20,3.48978590965271
294,right,[29  9],[ 9 15],U,bottom,green,20,3.487436294555664
295,right,[29  9],[10  6],U,center,green,20,3.4916915893554688
296,right,[29  9],[14  3],U,top right,green,20,3.4845542907714844
297,right,[29  9],[ 8 16],U,bottom,green,20,3.485830307006836
298,right,[29  9],[ 8 16],U,bottom,green,20,3.4875338077545166
299,right,[29  9],[10 11],U,center,green,20,3.48673677444458
300,right,[29  9],[ 5 12],U,left,yellow,20,3.485867738723755
301,right,[29  9],[16 13],U,bottom right,yellow,20,3.4827418327331543
302,right,[29  9],[11  9],U,center,yellow,20,3.4857919216156006
303,right,[29  9],[4 8],U,left,yellow,20,3.4855241775512695
304,up,[  9 -11],[8 3],U,top,yellow,20,3.485457181930542
305,right,[29  9],[ 8 13],U,bottom,yellow,20,3.488109827041626
306,up,[  9 -11],[7 5],U,top,yellow,20,3.484668016433716
307,up,[ 10 -10],[3 2],U,top left,yellow,20,3.600848913192749
308,right,[29  9],[10  8],U,center,yellow,20,3.496962070465088
309,up,[11 13],[ 2 12],U,left,yellow,20,3.4970145225524902
310,right,[29  9],[10 13],U,bottom,yellow,20,3.505624532699585
311,right,[27  7],[ 2 10],U,left,yellow,20,3.4975647926330566
312,right,[29  9],[ 2 14],U,bottom left,yellow,20,3.497232437133789
313,right,[29  9],[15  8],U,right,yellow,20,3.499255418777466
314,right,[29  9],[9 7],U,center,yellow,20,3.4972474575042725
315,right,[29  9],[11  9],U,center,yellow,20,3.4955034255981445
316,right,[29  9],[15  5],U,top right,yellow,20,3.498061180114746
317,right,[29  9],[11  8],U,center,yellow,20,3.5101394653320312
318,up,[12 -8],[3 4],U,top left,yellow,20,3.5008978843688965
319,right,[29  9],[16  6],U,right,yellow,20,3.4960150718688965
320,right,[29  9],[15 16],U,bottom right,cyan,20,3.498901844024658
321,right,[29  9],[ 3 12],U,left,cyan,20,3.498910665512085
322,right,[29  9],[8 2],U,top,cyan,20,3.4996635913848877
323,right,[29  9],[10 11],U,center,cyan,20,3.487992286682129
324,right,[29  9],[14  8],U,right,cyan,20,3.623387098312378
325,right,[29  9],[13  7],U,right,cyan,20,3.502331018447876
326,up,[13 11],[ 2 13],U,bottom left,cyan,20,3.50222110748291
327,right,[29  9],[15 11],U,right,cyan,20,3.4987974166870117
328,right,[29  9],[13 14],U,bottom right,cyan,20,3.4993693828582764
329,right,[29  9],[ 6 16],U,bottom,cyan,20,3.496100425720215
330,up,[9 9],[ 2 14],U,bottom left,cyan,20,3.497349500656128
331,up,[11 11],[ 2 15],U,bottom left,cyan,20,3.5038528442382812
332,right,[29  9],[10  7],U,center,cyan,20,3.496929883956909
333,right,[29  9],[11  8],U,center,cyan,20,3.497549295425415
334,right,[29  9],[ 8 10],U,center,cyan,20,3.498239040374756
335,up,[ 10 -10],[2 5],U,top left,cyan,20,3.498939275741577
336,up,[  9 -11],[12  2],U,top,cyan,20,3.498084783554077
337,right,[29  9],[15  8],U,right,cyan,20,3.503121852874756
338,right,[29  9],[ 9 10],U,center,cyan,20,3.497328996658325
339,right,[29  9],[8 6],U,center,cyan,20,3.499937057495117
340,right,[29  9],[ 2 11],U,left,magenta,20,3.498180389404297
341,right,[29  9],[ 7 10],U,center,magenta,20,3.635225296020508
342,right,[29  9],[ 6 14],U,bottom,magenta,20,3.500182628631592
343,right,[29  9],[12  4],U,top,magenta,20,3.5062243938446045
344,right,[20  0],[2 3],U,top left,magenta,20,3.500321626663208
345,right,[29  9],[16  9],U,right,magenta,20,3.4954280853271484
346,right,[29  9],[16  7],U,right,magenta,20,3.496964693069458
347,right,[29  9],[3 7],U,left,magenta,20,3.4982857704162598
348,right,[29  9],[11 14],U,bottom,magenta,20,3.5056917667388916
349,right,[29  9],[14  6],U,right,magenta,20,3.4982235431671143
350,right,[28 10],[4 7],U,left,magenta,20,3.501132011413574
351,right,[29  9],[11  4],U,top,magenta,20,3.4954824447631836
352,right,[29  9],[11  4],U,top,magenta,20,3.497767448425293
353,right,[29  9],[15 11],U,right,magenta,20,3.494067430496216
354,right,[29  9],[10 12],U,center,magenta,20,3.4982545375823975
355,right,[29  9],[16  9],U,right,magenta,20,3.4990997314453125
356,right,[29  9],[16  7],U,right,magenta,20,3.4977967739105225
357,down,[ 9 29],[ 2 15],U,bottom left,magenta,20,3.497802734375
358,right,[29  9],[13  9],U,right,magenta,20,3.5482287406921387
359,right,[29  9],[6 4],U,top,magenta,20,3.4979753494262695
360,up,[14 -6],[4 2],W,top left,red,20,3.4936485290527344
361,up,[ 9 13],[ 5 13],W,bottom left,red,20,3.4989898204803467
362,right,[29  9],[16 15],W,bottom right,red,20,3.495664119720459
363,right,[29  9],[16 13],W,bottom right,red,20,3.4965882301330566
364,up,[  9 -11],[4 4],W,top left,red,20,3.49759840965271
365,right,[29  9],[14  6],W,right,red,20,3.496845006942749
366,right,[29  9],[ 9 11],W,center,red,20,3.4988090991973877
367,right,[28  8],[13 15],W,bottom right,red,20,3.496955394744873
368,down,[14 10],[3 8],W,left,red,20,3.4944119453430176
369,right,[29  9],[13 13],W,bottom right,red,20,3.494048595428467
370,right,[29  9],[8 8],W,center,red,20,3.4945433139801025
371,right,[27  7],[13 14],W,bottom right,red,20,3.5001418590545654
372,up,[9 5],[10  2],W,top,red,20,3.479959011077881
373,right,[28 10],[ 7 15],W,bottom,red,20,3.5021002292633057
374,right,[29  9],[13  8],W,right,red,20,3.5725791454315186
375,up,[17  9],[10 14],W,bottom,red,20,3.6088361740112305
376,down,[9 9],[ 2 14],W,bottom left,red,20,3.528360366821289
377,right,[29  9],[15  2],W,top right,red,20,3.4952986240386963
378,up,[  9 -11],[9 4],W,top,red,20,3.481494188308716
379,right,[29  9],[15  6],W,right,red,20,3.492133378982544
380,right,[29  9],[14  6],W,right,blue,20,3.48153018951416
381,up,[  9 -11],[3 2],W,top left,blue,20,3.4832170009613037
382,right,[29  9],[ 7 13],W,bottom,blue,20,3.477806329727173
383,right,[29  9],[13 11],W,right,blue,20,3.48953914642334
384,right,[29  9],[ 4 11],W,left,blue,20,3.4852499961853027
385,right,[29  9],[ 6 16],W,bottom,blue,20,3.488170623779297
386,right,[29  9],[ 9 15],W,bottom,blue,20,3.486051559448242
387,right,[29  9],[16 12],W,right,blue,20,3.485661268234253
388,up,[12 -8],[5 4],W,top left,blue,20,3.4933598041534424
389,right,[29  9],[15  9],W,right,blue,20,3.48738431930542
390,right,[29  9],[15  9],W,right,blue,20,3.4917845726013184
391,right,[29  9],[8 9],W,center,blue,20,3.4952142238616943
392,right,[27  7],[8 3],W,top,blue,20,3.525893211364746
393,down,[13  9],[ 8 14],W,bottom,blue,20,3.5543951988220215
394,down,[14 14],[11 13],W,bottom,blue,20,3.4913578033447266
395,up,[17  9],[ 6 13],W,bottom,blue,20,3.491973400115967
396,right,[29  9],[10 16],W,bottom,blue,20,3.486787796020508
397,right,[29  9],[ 7 11],W,center,blue,20,3.490400791168213
398,right,[29  9],[ 4 11],W,left,blue,20,3.490785598754883
399,right,[29  9],[5 7],W,left,blue,20,3.48903226852417
400,up,[  9 -11],[6 5],W,top,green,20,3.494582414627075
401,right,[29  9],[ 8 13],W,bottom,green,20,3.4905405044555664
402,up,[17 -3],[5 2],W,top left,green,20,3.486476182937622
403,down,[16 10],[14 14],W,bottom right,green,20,3.4888010025024414
404,right,[29  9],[16 12],W,right,green,20,3.4877219200134277
405,right,[26  8],[ 3 11],W,left,green,20,3.4921202659606934
406,up,[  9 -11],[2 7],W,left,green,20,3.490893840789795
407,up,[  9 -11],[8 3],W,top,green,20,3.4860663414001465
408,down,[ 9 11],[2 9],W,left,green,20,3.4912025928497314
409,right,[23  3],[15  2],W,top right,green,20,3.5186705589294434
410,up,[13 -7],[6 3],W,top,green,20,3.550931692123413
411,up,[  9 -11],[11  4],W,top,green,20,3.4901721477508545
412,up,[  9 -11],[7 5],W,top,green,20,3.499434471130371
413,right,[29  9],[3 6],W,left,green,20,3.494664430618286
414,right,[29  9],[ 7 16],W,bottom,green,20,3.490452289581299
415,right,[29  9],[ 7 10],W,center,green,20,3.498241662979126
416,up,[13  7],[11  7],W,center,green,20,3.4962100982666016
417,right,[25  5],[9 3],W,top,green,20,3.4894657135009766
418,right,[29  9],[6 7],W,center,green,20,3.496011972427368
419,right,[29  9],[ 6 13],W,bottom,green,20,3.49499773979187
