,last_move,predicted_position,target_position,shape,region,color,steps,time,total_steps_taken
35,right,[29  9],[ 9 12],Z,center,cyan,20,3.6823976039886475,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
36,right,[25  9],[12 11],W,center,red,20,3.635164499282837,"['down', 'down', 'right', 'right', 'right', 'up', 'right', 'right', 'right', 'right', 'right', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
37,right,[29  9],[ 8 12],W,center,red,20,3.730858325958252,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
38,right,[29  9],[ 9 16],W,bottom,cyan,20,3.721830129623413,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
39,right,[29  9],[ 6 16],T,bottom,red,20,3.715763568878174,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
40,right,[29  9],[8 6],U,center,cyan,20,3.720177173614502,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
41,down,[9 9],[8 3],U,top,red,20,3.7220022678375244,"['up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down']"
42,up,[  9 -11],[9 4],W,top,blue,20,3.7145612239837646,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
43,right,[29  9],[9 7],X,center,magenta,20,3.7205650806427,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
44,right,[29  9],[6 7],P,center,red,20,3.729084014892578,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
45,up,[  9 -11],[7 5],W,top,cyan,20,3.717177391052246,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
46,right,[29  9],[14 14],Z,bottom right,cyan,20,3.7170474529266357,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
47,right,[29  9],[ 4 11],W,left,cyan,20,3.712066173553467,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
48,down,[ 9 29],[ 5 10],X,left,red,20,3.7185895442962646,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']"
49,up,[14 -6],[6 3],W,top,red,20,3.710376739501953,"['right', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
50,up,[9 1],[2 3],P,top left,yellow,20,3.728468656539917,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
51,right,[29  9],[11 13],X,bottom,yellow,20,3.7297396659851074,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
52,down,[ 9 11],[ 4 14],T,bottom left,magenta,20,3.712510824203491,"['down', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down']"
53,right,[29  9],[16 16],U,bottom right,green,20,3.746716260910034,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
54,right,[29  9],[6 5],X,top,cyan,20,3.7124979496002197,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
55,up,[9 7],[11  4],Z,top,red,20,3.7637712955474854,"['up', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
56,right,[29  9],[8 6],T,center,red,20,3.7871251106262207,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
57,right,[23  3],[6 4],Z,top,red,20,3.7402496337890625,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
58,right,[29  9],[ 6 16],X,bottom,cyan,20,3.775761604309082,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
59,right,[29  9],[ 6 15],P,bottom,yellow,20,3.717292547225952,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
60,down,[13  9],[ 5 14],T,bottom left,red,20,3.7059853076934814,"['right', 'right', 'right', 'right', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down']"
61,right,[29  9],[10  6],U,center,magenta,20,3.7198498249053955,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
62,up,[ 9 11],[ 2 12],Z,left,yellow,20,3.7218222618103027,"['down', 'down', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
63,right,[29  9],[ 7 14],U,bottom,cyan,20,3.7458741664886475,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
64,up,[  9 -11],[12  2],U,top,red,20,3.712075710296631,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
65,up,[  9 -11],[10 14],T,bottom,cyan,20,3.71647047996521,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
66,right,[29  9],[13  9],P,right,green,20,3.748814821243286,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
67,right,[29  9],[ 7 14],U,bottom,cyan,20,3.7449443340301514,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
68,up,[  9 -11],[ 2 14],W,bottom left,green,20,3.781369924545288,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
69,right,[29  9],[13  8],W,right,red,20,3.7683684825897217,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
70,right,[29  9],[16  5],W,top right,cyan,20,3.7576382160186768,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
71,up,[  9 -11],[3 2],W,top left,green,20,3.7405107021331787,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
72,right,[29  9],[ 5 12],U,left,red,20,3.745964288711548,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
73,right,[29  9],[ 9 15],X,bottom,blue,20,3.7252511978149414,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
74,right,[29  9],[7 9],Z,center,red,20,3.738593339920044,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
75,right,[29  9],[7 9],P,center,yellow,20,3.739943027496338,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
76,right,[29  9],[15 16],Z,bottom right,cyan,20,3.755328893661499,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
77,right,[29  9],[ 9 15],U,bottom,magenta,20,3.7248880863189697,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
78,right,[29  9],[9 7],W,center,cyan,20,3.722041368484497,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
79,up,[  9 -11],[10  3],T,top,red,20,3.73504376411438,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
80,right,[29  9],[13  6],X,right,magenta,20,3.7541613578796387,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
81,right,[29  9],[ 4 11],P,left,yellow,20,3.743786573410034,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
82,right,[29  9],[8 6],T,center,green,20,3.7394542694091797,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
83,right,[29  9],[ 8 13],P,bottom,blue,20,3.7459845542907715,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
84,right,[28  8],[10 14],Z,bottom,blue,20,3.724540948867798,"['right', 'right', 'right', 'right', 'right', 'right', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
85,right,[29  9],[10  6],W,center,cyan,20,3.731478691101074,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
86,up,[12 12],[ 3 12],X,left,blue,20,3.7738358974456787,"['down', 'right', 'right', 'down', 'down', 'down', 'right', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
87,right,[29  9],[11  4],P,top,magenta,20,3.7378690242767334,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
88,right,[29  9],[ 7 10],U,center,yellow,20,3.7356173992156982,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
89,down,[11 11],[ 5 11],P,left,red,20,3.7407333850860596,"['right', 'right', 'down', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down']"
90,right,[29  9],[ 9 16],W,bottom,blue,20,3.7218844890594482,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
91,right,[23  3],[12  3],W,top,cyan,20,3.717268228530884,"['right', 'right', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
92,up,[  9 -11],[11  4],W,top,red,20,3.7109615802764893,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
93,right,[29  9],[6 7],X,center,red,20,3.7153847217559814,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
94,up,[ 9 13],[ 6 13],W,bottom,red,20,3.714801788330078,"['down', 'down', 'down', 'down', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
95,right,[28 10],[ 4 11],T,left,yellow,20,3.6835410594940186,"['right', 'right', 'right', 'down', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
96,right,[29  9],[ 3 10],P,left,magenta,20,3.716838836669922,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
97,right,[29  9],[16 13],W,bottom right,cyan,20,3.7234721183776855,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
98,right,[29  9],[4 6],U,left,red,20,3.7248475551605225,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
99,right,[29  9],[10 11],U,center,yellow,20,3.7086596488952637,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
100,down,[10 28],[ 2 15],U,bottom left,yellow,20,3.7348403930664062,"['down', 'down', 'right', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']"
101,up,[11 -9],[9 4],W,top,green,20,3.662280797958374,"['right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
102,right,[29  9],[16 10],P,right,blue,20,3.7456960678100586,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
103,right,[29  9],[10 15],W,bottom,blue,20,3.7427895069122314,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
104,up,[  9 -11],[10  2],P,top,green,20,3.761157751083374,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
105,up,[16  8],[ 2 10],W,left,cyan,20,3.7330219745635986,"['up', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'down', 'right', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
106,right,[29  9],[15  2],T,top right,blue,20,3.7507882118225098,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
107,right,[29  9],[ 6 16],U,bottom,yellow,20,3.716973304748535,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
108,right,[29  9],[12 12],W,center,blue,20,3.738877296447754,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
109,up,[9 5],[8 3],Z,top,red,20,3.7420904636383057,"['up', 'up', 'up', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
110,right,[29  9],[8 3],U,top,blue,20,3.7190260887145996,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
111,right,[28  8],[11 13],T,bottom,yellow,20,3.73187518119812,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
112,right,[29  9],[13 11],T,right,magenta,20,3.700918197631836,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
113,right,[29  9],[13 11],X,right,red,20,3.6956660747528076,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
114,up,[ 9 13],[ 6 14],U,bottom,blue,20,3.7001430988311768,"['down', 'down', 'down', 'down', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
115,right,[29  9],[16 14],X,bottom right,green,20,3.742023229598999,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
116,right,[25 13],[ 6 15],U,bottom,green,20,3.6841886043548584,"['right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
117,right,[29  9],[ 9 11],W,center,red,20,3.7341468334198,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
118,right,[29  9],[11  8],X,center,yellow,20,3.754401922225952,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
119,right,[29  9],[16 16],P,bottom right,blue,20,3.720738410949707,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
