,last_move,predicted_position,target_position,shape,region,color,steps,time,total_steps_taken
37,grip,[16  5],[16  5],P,top right,cyan,12,13.898831605911255,"['up', 'right', 'up', 'right', 'right', 'up', 'right', 'up', 'right', 'right', 'right', 'grip']"
38,grip,[ 8 14],[ 8 14],Z,bottom,cyan,7,7.897315979003906,"['down', 'down', 'down', 'down', 'left', 'down', 'grip']"
39,grip,[9 6],[9 6],P,center,cyan,4,4.593855857849121,"['up', 'up', 'up', 'grip']"
40,grip,[8 4],[8 4],T,top,yellow,7,7.737784147262573,"['up', 'up', 'up', 'up', 'up', 'left', 'grip']"
41,grip,[7 4],[7 4],P,top,green,8,8.750623226165771,"['up', 'up', 'up', 'up', 'left', 'left', 'up', 'grip']"
42,grip,[14 10],[14 10],X,right,yellow,7,7.775607109069824,"['right', 'right', 'right', 'right', 'right', 'down', 'grip']"
43,grip,[11  3],[11  2],T,top,yellow,9,9.972332000732422,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'grip']"
44,grip,[16  6],[16  6],U,right,green,11,12.091025590896606,"['right', 'right', 'right', 'right', 'right', 'up', 'up', 'right', 'up', 'right', 'grip']"
45,grip,[12 11],[12 11],Z,center,red,6,6.716038227081299,"['right', 'down', 'right', 'down', 'right', 'grip']"
46,grip,[15 15],[15 15],T,bottom right,red,13,14.137962818145752,"['down', 'right', 'down', 'right', 'down', 'right', 'right', 'down', 'down', 'right', 'down', 'right', 'grip']"
47,grip,[ 6 11],[ 6 11],W,center,blue,6,6.717024564743042,"['left', 'left', 'down', 'left', 'down', 'grip']"
48,grip,[ 8 15],[ 8 15],T,bottom,red,18,19.5216965675354,"['down', 'down', 'down', 'down', 'down', 'left', 'left', 'right', 'left', 'right', 'left', 'down', 'right', 'left', 'right', 'left', 'right', 'grip']"
49,grip,[14  5],[14  5],X,top right,cyan,10,11.754852294921875,"['up', 'right', 'up', 'up', 'right', 'right', 'right', 'up', 'right', 'grip']"
50,grip,[ 7 16],[ 7 16],U,bottom,yellow,10,10.993832111358643,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'left', 'down', 'grip']"
51,grip,[16  5],[16  5],T,top right,green,12,13.106129169464111,"['right', 'right', 'right', 'up', 'up', 'right', 'right', 'up', 'right', 'up', 'right', 'grip']"
52,grip,[8 5],[8 5],U,top,yellow,6,6.697763204574585,"['up', 'up', 'up', 'up', 'left', 'grip']"
53,grip,[16  5],[16  5],X,top right,magenta,12,13.821245193481445,"['right', 'right', 'right', 'up', 'up', 'right', 'up', 'right', 'right', 'up', 'right', 'grip']"
54,grip,[13  2],[13  2],X,top right,magenta,12,14.057164907455444,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'up', 'right', 'grip']"
55,grip,[15  6],[16  6],T,right,cyan,10,11.172061443328857,"['right', 'right', 'right', 'right', 'up', 'right', 'up', 'right', 'up', 'grip']"
56,grip,[14  3],[14  3],W,top right,green,12,13.106934070587158,"['up', 'up', 'up', 'right', 'up', 'right', 'up', 'right', 'up', 'right', 'right', 'grip']"
57,grip,[ 4 15],[ 5 15],P,bottom left,cyan,12,13.805187463760376,"['down', 'down', 'down', 'left', 'down', 'left', 'left', 'down', 'left', 'down', 'left', 'grip']"
58,grip,[11 15],[12 15],U,bottom,blue,9,9.96909761428833,"['down', 'down', 'right', 'down', 'down', 'right', 'down', 'down', 'grip']"
59,grip,[13 10],[14 10],T,right,green,6,6.728668928146362,"['right', 'right', 'right', 'right', 'down', 'grip']"
60,grip,[3 3],[3 3],Z,top left,cyan,13,14.956724643707275,"['up', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'left', 'left', 'grip']"
61,grip,[2 9],[2 9],U,left,yellow,8,8.960596323013306,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'grip']"
62,grip,[4 7],[4 7],W,left,green,8,8.897560119628906,"['left', 'left', 'up', 'left', 'up', 'left', 'left', 'grip']"
63,grip,[4 4],[4 4],W,top left,magenta,11,12.879651069641113,"['up', 'up', 'up', 'left', 'up', 'left', 'left', 'up', 'left', 'left', 'grip']"
64,grip,[15  8],[16  8],T,right,magenta,8,8.781877040863037,"['right', 'right', 'right', 'right', 'right', 'right', 'up', 'grip']"
65,grip,[3 7],[3 7],X,left,yellow,9,9.893686294555664,"['left', 'left', 'left', 'up', 'left', 'up', 'left', 'left', 'grip']"
66,grip,[16 16],[16 15],P,bottom right,magenta,15,17.246174573898315,"['down', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'down', 'right', 'down', 'right', 'right', 'grip']"
67,grip,[11  8],[11  8],Z,center,green,4,4.611674070358276,"['right', 'up', 'right', 'grip']"
68,grip,[9 6],[9 6],U,center,green,4,4.6172027587890625,"['up', 'up', 'up', 'grip']"
69,grip,[9 8],[9 7],U,center,red,2,2.4631564617156982,"['up', 'grip']"
70,grip,[15  5],[15  5],X,top right,magenta,11,12.806416511535645,"['right', 'up', 'up', 'right', 'right', 'up', 'right', 'up', 'right', 'right', 'grip']"
71,grip,[ 7 10],[ 7 10],X,center,cyan,4,4.555637359619141,"['left', 'down', 'left', 'grip']"
72,grip,[2 7],[2 7],U,left,blue,10,10.958715200424194,"['left', 'left', 'left', 'up', 'left', 'up', 'left', 'left', 'left', 'grip']"
73,grip,[12 16],[12 16],X,bottom,yellow,11,12.034335374832153,"['down', 'down', 'down', 'down', 'down', 'right', 'down', 'right', 'right', 'down', 'grip']"
74,grip,[3 3],[3 3],X,top left,blue,13,14.358077764511108,"['up', 'up', 'up', 'up', 'left', 'left', 'up', 'left', 'up', 'left', 'left', 'left', 'grip']"
75,grip,[ 5 11],[ 5 11],W,left,green,7,7.6998162269592285,"['left', 'left', 'down', 'left', 'down', 'left', 'grip']"
76,grip,[10 16],[11 16],P,bottom,yellow,9,10.070297002792358,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'right', 'grip']"
77,grip,[7 5],[7 5],T,top,yellow,7,7.862115859985352,"['up', 'up', 'up', 'left', 'left', 'up', 'grip']"
78,grip,[6 6],[6 6],X,center,green,7,7.778601169586182,"['up', 'up', 'left', 'left', 'up', 'left', 'grip']"
79,grip,[7 7],[7 7],P,center,blue,5,5.631680011749268,"['up', 'up', 'left', 'left', 'grip']"
80,grip,[13  3],[13  3],P,top right,blue,11,12.064564228057861,"['up', 'up', 'up', 'up', 'right', 'up', 'right', 'right', 'up', 'right', 'grip']"
81,grip,[20 14],[16 13],Z,bottom right,yellow,17,18.405010223388672,"['right', 'right', 'down', 'right', 'down', 'down', 'right', 'right', 'down', 'right', 'down', 'right', 'right', 'right', 'right', 'right', 'grip']"
82,grip,[13  4],[13  4],T,top right,yellow,10,11.016556978225708,"['up', 'up', 'right', 'up', 'right', 'right', 'up', 'up', 'right', 'grip']"
83,grip,[5 4],[5 4],U,top left,yellow,10,10.97202730178833,"['up', 'up', 'left', 'up', 'up', 'left', 'left', 'up', 'left', 'grip']"
84,grip,[ 4 13],[ 4 13],Z,bottom left,green,10,10.947023868560791,"['left', 'left', 'down', 'down', 'left', 'left', 'down', 'down', 'left', 'grip']"
85,grip,[13 11],[13 11],T,right,magenta,7,7.813860654830933,"['right', 'right', 'down', 'right', 'down', 'right', 'grip']"
86,grip,[ 3 12],[ 3 12],U,left,yellow,10,11.03813886642456,"['left', 'left', 'left', 'left', 'down', 'down', 'left', 'left', 'down', 'grip']"
87,grip,[15  3],[15  3],X,top right,cyan,13,14.952679872512817,"['up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'up', 'right', 'up', 'right', 'grip']"
88,grip,[11 11],[11 11],U,center,green,5,5.662705183029175,"['down', 'right', 'down', 'right', 'grip']"
89,grip,[7 8],[7 8],W,center,blue,4,4.601071357727051,"['up', 'left', 'left', 'grip']"
90,grip,[17  2],[16  2],W,top right,yellow,16,17.50339674949646,"['up', 'up', 'right', 'right', 'up', 'right', 'up', 'right', 'right', 'right', 'up', 'up', 'up', 'right', 'right', 'grip']"
91,grip,[3 8],[3 8],P,left,blue,8,8.848491668701172,"['left', 'left', 'left', 'left', 'up', 'left', 'left', 'grip']"
92,grip,[11  9],[11  9],W,center,cyan,3,3.49690318107605,"['right', 'right', 'grip']"
93,grip,[13 11],[13 11],W,right,blue,7,7.856879949569702,"['right', 'right', 'right', 'down', 'right', 'down', 'grip']"
94,grip,[ 9 11],[ 9 11],X,center,magenta,3,3.511807441711426,"['down', 'down', 'grip']"
95,grip,[10 11],[10 10],P,center,red,4,4.581329584121704,"['down', 'right', 'down', 'grip']"
96,grip,[11 13],[11 13],W,bottom,magenta,7,7.788125038146973,"['down', 'down', 'right', 'down', 'right', 'down', 'grip']"
97,grip,[11  9],[11  9],P,center,red,3,3.4683468341827393,"['right', 'right', 'grip']"
98,grip,[ 7 10],[ 7 10],Z,center,blue,4,4.528955936431885,"['down', 'left', 'left', 'grip']"
99,grip,[ 4 14],[ 4 13],P,bottom left,yellow,11,11.959426641464233,"['down', 'left', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'grip']"
100,grip,[15 11],[15 11],P,right,magenta,9,9.860079050064087,"['right', 'right', 'right', 'right', 'down', 'right', 'down', 'right', 'grip']"
101,grip,[4 4],[5 4],Z,top left,cyan,11,12.68497920036316,"['up', 'up', 'left', 'up', 'left', 'left', 'up', 'left', 'up', 'left', 'grip']"
102,grip,[ 5 15],[ 5 15],Z,bottom left,green,11,12.098555088043213,"['down', 'down', 'left', 'down', 'down', 'left', 'down', 'left', 'left', 'down', 'grip']"
103,grip,[11 15],[ 9 12],P,center,cyan,9,9.970348834991455,"['down', 'down', 'down', 'down', 'right', 'down', 'right', 'down', 'grip']"
104,grip,[11 16],[12 16],U,bottom,magenta,10,10.94920802116394,"['down', 'down', 'down', 'down', 'down', 'down', 'right', 'down', 'right', 'grip']"
105,grip,[15  6],[15  6],W,right,blue,10,11.151119709014893,"['right', 'right', 'up', 'right', 'right', 'up', 'right', 'up', 'right', 'grip']"
106,grip,[ 8 14],[ 8 14],U,bottom,cyan,7,7.8256261348724365,"['down', 'down', 'down', 'down', 'down', 'left', 'grip']"
107,grip,[11  2],[11  2],W,top,magenta,10,10.987165927886963,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'up', 'right', 'grip']"
108,grip,[12 11],[12 11],W,center,yellow,6,6.707459449768066,"['right', 'down', 'right', 'down', 'right', 'grip']"
109,grip,[12  9],[12  9],Z,center,blue,4,4.5716986656188965,"['right', 'right', 'right', 'grip']"
110,grip,[ 2 15],[ 2 15],P,bottom left,magenta,14,16.159894227981567,"['left', 'left', 'down', 'left', 'down', 'down', 'left', 'left', 'down', 'down', 'left', 'left', 'down', 'grip']"
111,up,[8 8],[14  3],P,top right,red,20,21.458059787750244,"['left', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
112,grip,[4 9],[5 9],P,left,green,6,6.716375350952148,"['left', 'left', 'left', 'left', 'left', 'grip']"
113,grip,[2 9],[2 9],P,left,magenta,8,8.823361158370972,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'grip']"
114,grip,[ 2 16],[ 2 16],U,bottom left,blue,15,16.38387179374695,"['left', 'down', 'down', 'left', 'down', 'down', 'left', 'down', 'left', 'down', 'left', 'left', 'down', 'left', 'grip']"
115,left,[7 5],[5 2],X,top left,cyan,20,22.607855319976807,"['up', 'up', 'down', 'up', 'up', 'down', 'up', 'down', 'up', 'down', 'down', 'up', 'left', 'up', 'down', 'up', 'down', 'up', 'up', 'left']"
116,grip,[5 6],[5 6],W,left,magenta,8,8.913236141204834,"['up', 'left', 'left', 'up', 'up', 'left', 'left', 'grip']"
117,grip,[12  6],[12  6],Z,center,yellow,7,7.770281553268433,"['up', 'up', 'right', 'right', 'up', 'right', 'grip']"
118,grip,[12  2],[12  3],P,top,green,11,12.093525409698486,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'up', 'right', 'grip']"
119,grip,[10  9],[10  9],P,center,red,2,2.422380208969116,"['right', 'grip']"
120,grip,[14  9],[14  9],X,right,green,6,6.692855358123779,"['right', 'right', 'right', 'right', 'right', 'grip']"
121,grip,[12  8],[12  8],X,center,yellow,5,5.7103307247161865,"['right', 'right', 'up', 'right', 'grip']"
122,grip,[ 6 10],[11  2],Z,top,green,9,9.934667110443115,"['left', 'up', 'left', 'down', 'left', 'down', 'up', 'down', 'grip']"
123,cyan,[9 3],[7 6],U,center,cyan,20,24.567699909210205,"['up', 'up', 'up', 'up', 'left', 'right', 'left', 'right', 'up', 'cyan', 'cyan', 'cyan', 'up', 'cyan', 'cyan', 'cyan', 'cyan', 'cyan', 'cyan', 'cyan']"
124,right,[13 13],[9 9],Z,center,cyan,20,21.28916621208191,"['down', 'right', 'down', 'right', 'right', 'down', 'down', 'up', 'down', 'up', 'up', 'down', 'up', 'down', 'down', 'up', 'up', 'down', 'down', 'right']"
125,grip,[3 3],[3 3],U,top left,yellow,13,14.322724342346191,"['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up', 'left', 'left', 'left', 'grip']"
126,grip,[6 6],[6 6],U,center,cyan,7,7.689002752304077,"['up', 'left', 'up', 'left', 'left', 'up', 'grip']"
127,grip,[10 11],[11 11],Z,center,yellow,4,4.656729698181152,"['down', 'right', 'down', 'grip']"
128,grip,[ 8 15],[ 8 15],Z,bottom,cyan,8,8.85089111328125,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
129,grip,[3 7],[3 7],W,left,red,9,9.987366914749146,"['left', 'left', 'up', 'left', 'left', 'up', 'left', 'left', 'grip']"
130,grip,[15 11],[15 11],Z,right,yellow,9,9.92788314819336,"['right', 'right', 'right', 'right', 'right', 'down', 'down', 'right', 'grip']"
131,grip,[11 14],[11 13],U,bottom,blue,8,8.818273305892944,"['down', 'down', 'down', 'down', 'right', 'down', 'right', 'grip']"
132,grip,[ 9 15],[ 9 15],T,bottom,magenta,7,7.7824625968933105,"['down', 'down', 'down', 'down', 'down', 'down', 'grip']"
133,grip,[11  2],[11  2],P,top,magenta,10,11.05802869796753,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'up', 'grip']"
134,grip,[5 6],[5 6],U,left,green,8,8.887519359588623,"['up', 'left', 'left', 'up', 'left', 'left', 'up', 'grip']"
135,grip,[5 6],[5 6],U,left,yellow,8,8.840771436691284,"['up', 'left', 'up', 'left', 'up', 'left', 'left', 'grip']"
136,grip,[6 3],[6 3],U,top,red,10,10.973232507705688,"['up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'left', 'grip']"
137,grip,[14 16],[14 16],W,bottom right,blue,13,14.192198276519775,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'down', 'down', 'right', 'down', 'right', 'grip']"
138,grip,[ 9 11],[ 9 11],W,center,red,3,3.5171821117401123,"['down', 'down', 'grip']"
139,grip,[16 13],[16 13],U,bottom right,yellow,12,13.090327501296997,"['right', 'right', 'right', 'down', 'down', 'right', 'down', 'right', 'right', 'down', 'right', 'grip']"
140,up,[ 1 -3],[2 3],P,top left,red,20,21.306421279907227,"['up', 'up', 'up', 'left', 'left', 'left', 'left', 'up', 'up', 'left', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'up', 'up', 'up']"
141,grip,[ 4 13],[ 4 13],W,bottom left,cyan,10,11.597428321838379,"['left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'grip']"
142,grip,[9 5],[8 5],T,top,red,5,5.7198052406311035,"['up', 'up', 'up', 'up', 'grip']"
143,grip,[15 11],[15 11],Z,right,yellow,9,9.981189250946045,"['right', 'right', 'right', 'right', 'right', 'down', 'right', 'down', 'grip']"
144,grip,[15 16],[15 16],X,bottom right,cyan,14,16.057331085205078,"['down', 'down', 'down', 'down', 'right', 'right', 'down', 'right', 'right', 'down', 'right', 'down', 'right', 'grip']"
145,grip,[15 14],[15 14],P,bottom right,green,12,13.128732204437256,"['down', 'down', 'right', 'right', 'right', 'down', 'down', 'right', 'right', 'down', 'right', 'grip']"
146,grip,[12  6],[12  6],X,center,red,7,7.824465751647949,"['right', 'up', 'right', 'up', 'right', 'up', 'grip']"
147,grip,[6 3],[6 3],Z,top,blue,10,11.00567078590393,"['up', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'grip']"
148,grip,[ 8 14],[ 8 14],Z,bottom,magenta,7,7.787553548812866,"['down', 'down', 'down', 'down', 'down', 'left', 'grip']"
149,grip,[9 6],[16 14],P,bottom right,cyan,10,11.538910388946533,"['up', 'up', 'right', 'left', 'right', 'left', 'up', 'left', 'right', 'grip']"
150,grip,[6 6],[13  2],T,top right,cyan,7,8.218727827072144,"['up', 'up', 'up', 'left', 'left', 'left', 'grip']"
151,down,[9 9],[ 8 11],T,center,yellow,20,21.311764240264893,"['down', 'up', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'down', 'up', 'up', 'down', 'up', 'down', 'up', 'down']"
152,grip,[13  9],[13  9],T,right,cyan,5,5.706852197647095,"['right', 'right', 'right', 'right', 'grip']"
153,grip,[11 11],[12 11],T,center,green,5,5.67110538482666,"['right', 'down', 'right', 'down', 'grip']"
154,grip,[ 2 10],[ 2 10],P,left,green,9,9.946914911270142,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'down', 'grip']"
155,grip,[8 3],[8 3],U,top,cyan,8,8.835416555404663,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'grip']"
156,grip,[13  9],[14  9],T,right,blue,5,5.610910892486572,"['right', 'right', 'right', 'right', 'grip']"
157,grip,[8 5],[8 5],Z,top,cyan,6,6.770163297653198,"['up', 'up', 'up', 'left', 'up', 'grip']"
158,grip,[3 3],[3 3],T,top left,red,13,14.151176452636719,"['up', 'up', 'up', 'up', 'left', 'up', 'left', 'left', 'up', 'left', 'left', 'left', 'grip']"
159,grip,[ 9 10],[ 9 10],W,center,cyan,2,2.4514191150665283,"['down', 'grip']"
160,grip,[11  3],[11  3],W,top,blue,9,9.986148118972778,"['up', 'up', 'up', 'up', 'right', 'up', 'up', 'right', 'grip']"
161,grip,[ 8 11],[ 8 11],U,center,green,4,4.621734380722046,"['down', 'left', 'down', 'grip']"
162,grip,[ 9 10],[ 9 10],Z,center,cyan,2,2.448087453842163,"['down', 'grip']"
163,grip,[ 8 11],[ 9 11],T,center,cyan,4,4.568479776382446,"['down', 'down', 'left', 'grip']"
164,grip,[10  3],[10  3],X,top,yellow,8,8.878176212310791,"['up', 'up', 'up', 'up', 'up', 'right', 'up', 'grip']"
165,left,[ 7 11],[ 7 10],U,center,red,20,21.251217126846313,"['down', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'left', 'right', 'down', 'left', 'right', 'left', 'right', 'right', 'left', 'left', 'right', 'left']"
166,grip,[4 6],[4 6],T,left,blue,9,9.89805817604065,"['left', 'up', 'left', 'up', 'left', 'left', 'up', 'left', 'grip']"
167,grip,[6 4],[6 4],X,top,red,9,9.930614709854126,"['up', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'grip']"
168,grip,[ 6 16],[ 7 16],Z,bottom,cyan,11,12.039994716644287,"['down', 'left', 'down', 'down', 'down', 'down', 'down', 'left', 'down', 'left', 'grip']"
169,grip,[ 7 12],[ 7 12],X,center,red,6,6.690943241119385,"['down', 'down', 'left', 'down', 'left', 'grip']"
170,grip,[7 4],[7 3],T,top,red,8,8.847031831741333,"['up', 'up', 'up', 'left', 'up', 'left', 'up', 'grip']"
171,grip,[ 3 14],[ 3 14],U,bottom left,red,12,13.097692966461182,"['down', 'left', 'left', 'left', 'down', 'left', 'down', 'down', 'left', 'down', 'left', 'grip']"
172,grip,[16  6],[16  6],W,right,magenta,11,12.084104061126709,"['right', 'right', 'right', 'right', 'right', 'up', 'up', 'right', 'up', 'right', 'grip']"
173,grip,[ 4 16],[ 4 16],W,bottom left,cyan,13,15.016685724258423,"['down', 'down', 'left', 'down', 'down', 'left', 'down', 'down', 'left', 'left', 'left', 'down', 'grip']"
174,grip,[4 5],[4 5],Z,top left,green,10,11.038797378540039,"['left', 'up', 'up', 'left', 'up', 'left', 'left', 'up', 'left', 'grip']"
175,grip,[15 11],[15 11],U,right,magenta,9,9.931015253067017,"['right', 'right', 'right', 'right', 'down', 'right', 'down', 'right', 'grip']"
176,grip,[ 8 15],[ 8 15],X,bottom,green,8,8.809110879898071,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
177,grip,[14  9],[14  9],Z,right,magenta,6,6.700509548187256,"['right', 'right', 'right', 'right', 'right', 'grip']"
178,grip,[14 13],[14 13],T,bottom right,cyan,10,11.59940242767334,"['down', 'right', 'right', 'down', 'right', 'down', 'right', 'right', 'down', 'grip']"
179,grip,[10  3],[10  3],W,top,red,8,8.904995441436768,"['up', 'up', 'up', 'up', 'up', 'right', 'up', 'grip']"
180,down,[ 4 24],[ 5 15],U,bottom left,blue,20,21.2461359500885,"['down', 'down', 'down', 'left', 'down', 'left', 'down', 'down', 'left', 'down', 'left', 'left', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']"
181,grip,[13 14],[13 14],T,bottom right,magenta,10,11.602951288223267,"['down', 'down', 'down', 'right', 'right', 'down', 'right', 'down', 'right', 'grip']"
182,grip,[10 13],[10 13],X,bottom,blue,6,6.7268946170806885,"['down', 'down', 'down', 'right', 'down', 'grip']"
183,grip,[ 8 16],[ 9 16],T,bottom,cyan,9,10.018549680709839,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
184,grip,[11 12],[ 2 15],Z,bottom left,magenta,8,9.416051387786865,"['down', 'down', 'down', 'left', 'right', 'right', 'right', 'grip']"
185,grip,[ 8 11],[ 8 11],X,center,red,4,4.501017332077026,"['down', 'down', 'left', 'grip']"
186,down,[15 23],[10 16],P,bottom,blue,20,21.54287576675415,"['down', 'down', 'right', 'down', 'right', 'right', 'down', 'down', 'down', 'right', 'down', 'right', 'right', 'down', 'down', 'down', 'down', 'down', 'down', 'down']"
