,last_move,predicted_position,target_position,shape,region,color,steps,time,total_steps_taken
20,left,[13  5],[12  7],W,center,red,20,2.6086249351501465,"['up', 'up', 'left', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
21,right,[9 9],[ 6 16],T,bottom,magenta,20,2.6155507564544678,"['left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right']"
22,right,[29  9],[10 14],W,bottom,green,20,2.6103954315185547,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
23,left,[15  5],[4 9],W,left,red,20,2.6165130138397217,"['right', 'right', 'right', 'right', 'right', 'up', 'right', 'up', 'right', 'up', 'up', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
24,right,[29  9],[ 7 15],W,bottom,red,20,2.6070735454559326,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
25,right,[10  8],[ 8 13],T,bottom,blue,20,2.6188130378723145,"['left', 'up', 'right', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right']"
26,up,[11  7],[15  5],U,top right,red,20,2.609175205230713,"['right', 'up', 'right', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
27,right,[26  6],[15  5],P,top right,red,20,2.6903274059295654,"['up', 'up', 'right', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
28,right,[23 15],[ 7 13],Z,bottom,yellow,20,2.622415542602539,"['right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'down', 'down', 'right', 'right', 'right', 'right', 'right', 'right']"
29,left,[13  9],[4 6],Z,left,green,20,2.6405014991760254,"['right', 'right', 'right', 'right', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
30,up,[17 -3],[15  5],P,top right,red,20,2.625811815261841,"['right', 'right', 'up', 'right', 'right', 'right', 'up', 'right', 'up', 'up', 'up', 'up', 'up', 'right', 'up', 'right', 'up', 'up', 'up', 'up']"
31,up,[11 13],[ 5 13],P,bottom left,magenta,20,2.6295673847198486,"['down', 'right', 'down', 'down', 'down', 'right', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
32,right,[29  9],[14 10],Z,right,green,20,2.6314308643341064,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
33,right,[29  9],[13 11],U,right,yellow,20,2.6253464221954346,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
34,right,[26  6],[6 3],T,top,green,20,2.6294193267822266,"['up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
35,right,[29  9],[ 9 12],Z,center,cyan,20,2.6337831020355225,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
36,right,[29  9],[12 11],W,center,red,20,2.632978677749634,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
37,right,[29  9],[ 8 12],W,center,red,20,2.6372768878936768,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
38,right,[29  9],[ 9 16],W,bottom,cyan,20,2.633199453353882,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
39,down,[ 9 29],[ 6 16],T,bottom,red,20,2.631814956665039,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']"
40,left,[-11   9],[8 6],U,center,cyan,20,2.6421213150024414,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left']"
41,right,[29  9],[8 3],U,top,red,20,2.62654709815979,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
42,left,[5 9],[9 4],W,top,blue,20,2.6385598182678223,"['left', 'left', 'left', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
43,right,[29  9],[9 7],X,center,magenta,20,2.612610340118408,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
44,up,[  9 -11],[6 7],P,center,red,20,2.6445515155792236,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
45,right,[29  9],[7 5],W,top,cyan,20,2.628037929534912,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
46,right,[29  9],[14 14],Z,bottom right,cyan,20,2.6451327800750732,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
47,right,[9 9],[ 4 11],W,left,cyan,20,2.6172142028808594,"['left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right']"
48,right,[5 9],[ 5 10],X,left,red,20,2.6328718662261963,"['left', 'left', 'left', 'left', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right']"
49,up,[ 7 -9],[6 3],W,top,red,20,2.6339964866638184,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
50,up,[  9 -11],[2 3],P,top left,yellow,20,2.6490638256073,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
51,right,[29  9],[11 13],X,bottom,yellow,20,2.6430959701538086,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
52,down,[ 0 20],[ 4 14],T,bottom left,magenta,20,2.6421327590942383,"['left', 'left', 'down', 'left', 'left', 'left', 'left', 'left', 'down', 'left', 'down', 'left', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']"
53,right,[29  9],[16 16],U,bottom right,green,20,2.629215955734253,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
54,right,[29  9],[6 5],X,top,cyan,20,2.6142935752868652,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
55,up,[  9 -11],[11  4],Z,top,red,20,2.618999481201172,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
56,left,[13  9],[8 6],T,center,red,20,2.6244919300079346,"['right', 'right', 'right', 'right', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
57,up,[ 10 -10],[6 4],Z,top,red,20,2.6438040733337402,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
58,up,[13 -7],[ 6 16],X,bottom,cyan,20,2.636218547821045,"['up', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
59,right,[28 10],[ 6 15],P,bottom,yellow,20,2.626530885696411,"['right', 'right', 'right', 'right', 'down', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
60,down,[ 3 23],[ 5 14],T,bottom left,red,20,2.6331276893615723,"['left', 'down', 'left', 'down', 'down', 'down', 'left', 'left', 'left', 'left', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']"
61,up,[  8 -10],[10  6],U,center,magenta,20,2.639127731323242,"['up', 'up', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
62,right,[7 9],[ 2 12],Z,left,yellow,20,2.642274856567383,"['left', 'left', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right']"
63,right,[29  9],[ 7 14],U,bottom,cyan,20,2.6233785152435303,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
64,right,[28  8],[12  2],U,top,red,20,2.649304151535034,"['right', 'right', 'right', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
65,down,[ 9 29],[10 14],T,bottom,cyan,20,2.625117301940918,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']"
66,right,[29  9],[13  9],P,right,green,20,2.6542129516601562,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
67,down,[9 9],[ 7 14],U,bottom,cyan,20,2.651188611984253,"['up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down']"
68,left,[11  9],[ 2 14],W,bottom left,green,20,2.6336123943328857,"['right', 'right', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
69,right,[29  9],[13  8],W,right,red,20,2.6502599716186523,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
70,right,[29  9],[16  5],W,top right,cyan,20,2.6592891216278076,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
71,up,[14  8],[3 2],W,top left,green,20,2.643380641937256,"['up', 'right', 'right', 'right', 'right', 'right', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
72,right,[9 9],[ 5 12],U,left,red,20,2.6384804248809814,"['left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right']"
73,right,[29  9],[ 9 15],X,bottom,blue,20,2.6480062007904053,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
74,right,[29  9],[7 9],Z,center,red,20,2.650123357772827,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
75,right,[29  9],[7 9],P,center,yellow,20,2.6485843658447266,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
76,right,[29  9],[15 16],Z,bottom right,cyan,20,2.6483259201049805,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
77,right,[29  9],[ 9 15],U,bottom,magenta,20,2.6201446056365967,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
78,right,[29  9],[9 7],W,center,cyan,20,2.643839120864868,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
79,right,[9 9],[10  3],T,top,red,20,2.63338303565979,"['left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right']"
80,right,[29  9],[13  6],X,right,magenta,20,2.6437301635742188,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
81,left,[9 9],[ 4 11],P,left,yellow,20,2.6372110843658447,"['right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
82,right,[29  9],[8 6],T,center,green,20,2.652920722961426,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
83,right,[29  9],[ 8 13],P,bottom,blue,20,2.653149366378784,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
84,right,[29  9],[10 14],Z,bottom,blue,20,2.6440675258636475,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
85,left,[7 7],[10  6],W,center,cyan,20,2.627507209777832,"['left', 'left', 'up', 'up', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
86,left,[-11   9],[ 3 12],X,left,blue,20,2.6163523197174072,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left']"
87,up,[  9 -11],[11  4],P,top,magenta,20,2.5839998722076416,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
88,left,[15  9],[ 7 10],U,center,yellow,20,2.6238749027252197,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
89,right,[9 9],[ 5 11],P,left,red,20,2.6134347915649414,"['left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right']"
90,right,[29  9],[ 9 16],W,bottom,blue,20,2.6186318397521973,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
91,right,[29  9],[12  3],W,top,cyan,20,2.556114435195923,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
92,left,[3 7],[11  4],W,top,red,20,2.5944244861602783,"['left', 'left', 'up', 'left', 'up', 'left', 'left', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
93,right,[29  9],[6 7],X,center,red,20,2.620091676712036,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
94,right,[29  9],[ 6 13],W,bottom,red,20,2.6273720264434814,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
95,left,[-11   9],[ 4 11],T,left,yellow,20,2.6015524864196777,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left']"
96,left,[13  9],[ 3 10],P,left,magenta,20,2.6135828495025635,"['right', 'right', 'right', 'right', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
97,right,[29  9],[16 13],W,bottom right,cyan,20,2.652827262878418,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
98,right,[29  9],[4 6],U,left,red,20,2.6457855701446533,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
99,right,[29  9],[10 11],U,center,yellow,20,2.634605884552002,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
100,down,[ 9 29],[ 2 15],U,bottom left,yellow,20,2.6138803958892822,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']"
101,right,[27  7],[9 4],W,top,green,20,2.6301562786102295,"['up', 'right', 'right', 'right', 'right', 'right', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
102,right,[29  9],[16 10],P,right,blue,20,2.625847101211548,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
103,right,[29  9],[10 15],W,bottom,blue,20,2.632692813873291,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
104,right,[22  2],[10  2],P,top,green,20,2.625950574874878,"['up', 'right', 'up', 'up', 'right', 'right', 'right', 'up', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right']"
105,right,[29  9],[ 2 10],W,left,cyan,20,2.629058361053467,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
106,right,[29  9],[15  2],T,top right,blue,20,2.6450459957122803,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
107,right,[29  9],[ 6 16],U,bottom,yellow,20,2.6465442180633545,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
108,right,[29  9],[12 12],W,center,blue,20,2.622081756591797,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
109,right,[29  9],[8 3],Z,top,red,20,2.631006956100464,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
110,right,[29  9],[8 3],U,top,blue,20,2.6232519149780273,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
111,down,[10 28],[11 13],T,bottom,yellow,20,2.630964994430542,"['down', 'down', 'down', 'down', 'right', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']"
112,right,[29  9],[13 11],T,right,magenta,20,2.641306161880493,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
113,right,[29  9],[13 11],X,right,red,20,2.6407241821289062,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
114,down,[ 9 13],[ 6 14],U,bottom,blue,20,2.6342761516571045,"['down', 'down', 'down', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down']"
115,right,[29  9],[16 14],X,bottom right,green,20,2.6047210693359375,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
116,right,[29  9],[ 6 15],U,bottom,green,20,2.6437761783599854,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
117,right,[29  9],[ 9 11],W,center,red,20,2.6144278049468994,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
118,right,[29  9],[11  8],X,center,yellow,20,2.618803024291992,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
119,right,[29  9],[16 16],P,bottom right,blue,20,2.5982632637023926,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right']"
