,last_move,predicted_position,target_position,shape,region,color,steps,time,total_steps_taken
37,grip,[ 5 13],[ 5 13],Z,bottom left,blue,9,7.29777455329895,"['down', 'left', 'down', 'down', 'left', 'left', 'down', 'left', 'grip']"
38,grip,[ 6 14],[ 6 14],T,bottom,yellow,9,7.333071231842041,"['down', 'down', 'down', 'down', 'down', 'left', 'left', 'left', 'grip']"
39,grip,[12  6],[12  6],T,center,blue,7,5.723041772842407,"['up', 'up', 'right', 'up', 'right', 'right', 'grip']"
40,grip,[10 13],[10 13],Z,bottom,blue,6,4.920584678649902,"['down', 'down', 'down', 'down', 'right', 'grip']"
41,grip,[6 6],[6 6],P,center,blue,7,5.75417423248291,"['up', 'up', 'up', 'left', 'left', 'left', 'grip']"
42,grip,[ 8 15],[ 8 15],W,bottom,red,8,6.503262281417847,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
43,grip,[6 3],[6 3],U,top,green,10,8.114912271499634,"['up', 'up', 'up', 'up', 'up', 'left', 'up', 'left', 'left', 'grip']"
44,grip,[ 2 12],[ 2 12],U,left,red,11,8.871177434921265,"['left', 'left', 'left', 'left', 'down', 'down', 'left', 'down', 'left', 'left', 'grip']"
45,grip,[16  6],[16  6],T,right,green,11,8.960939645767212,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'grip']"
46,grip,[14 13],[14 13],Z,bottom right,yellow,18,16.055087327957153,"['down right', 'right', 'down right', 'right', 'down right', 'down', 'right down', 'down right', 'down right', 'down right', 'down', 'right', 'down right', 'right', 'down', 'down', 'right', 'grip']"
47,grip,[10 10],[10 10],T,center,blue,3,2.5943031311035156,"['down', 'right', 'grip']"
48,up,[ 8 -8],[9 4],W,top,blue,20,15.918115854263306,"['up', 'up', 'up', 'up', 'up', 'left', 'left', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
49,grip,[14  3],[14  3],P,top right,red,12,9.795498609542847,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'grip']"
50,grip,[13 13],[13 13],X,bottom right,red,11,9.407590389251709,"['down', 'down right', 'right down', 'right', 'down', 'right', 'down', 'right', 'down', 'right', 'grip']"
51,grip,[2 9],[2 9],U,left,yellow,8,6.590273141860962,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'grip']"
52,up,[  9 -11],[6 2],T,top,yellow,20,15.822540760040283,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
53,grip,[ 3 15],[ 3 15],U,bottom left,magenta,13,10.57578420639038,"['down', 'left', 'left', 'left', 'down', 'down', 'left', 'down', 'down', 'left', 'down', 'left', 'grip']"
54,up,[  9 -11],[5 2],T,top left,yellow,20,15.916800737380981,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
55,grip,[15 10],[15 10],Z,right,green,8,6.539996385574341,"['right', 'right', 'right', 'right', 'right', 'down', 'right', 'grip']"
56,grip,[10  6],[10  6],P,center,red,5,4.171648263931274,"['up', 'up', 'up', 'right', 'grip']"
57,grip,[11  4],[11  5],P,top,green,8,6.48924446105957,"['up', 'up', 'up', 'up', 'up', 'right', 'right', 'grip']"
58,grip,[ 6 17],[ 6 16],U,bottom,red,12,9.613048553466797,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'left', 'down', 'left', 'grip']"
59,grip,[8 6],[8 6],P,center,blue,5,4.2094879150390625,"['up', 'up', 'up', 'left', 'grip']"
60,grip,[10  7],[10  7],Z,center,yellow,4,3.3796463012695312,"['up', 'right', 'up', 'grip']"
61,grip,[10  4],[10  4],T,top,magenta,7,5.632890939712524,"['up', 'up', 'up', 'up', 'up', 'right', 'grip']"
62,grip,[2 4],[2 4],X,top left,magenta,13,10.600468158721924,"['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'grip']"
63,grip,[ 8 16],[ 8 16],Z,bottom,green,9,7.274217844009399,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
64,grip,[ 2 13],[ 2 13],T,bottom left,blue,12,9.708160400390625,"['down', 'left', 'left', 'down', 'left', 'left', 'down', 'left', 'left', 'down', 'left', 'grip']"
65,grip,[13 15],[13 15],P,bottom right,green,12,9.824078559875488,"['down', 'down', 'right', 'down', 'down right', 'right', 'down', 'right', 'down', 'down', 'right', 'grip']"
66,grip,[10  7],[10  7],T,center,blue,4,3.427774667739868,"['up', 'up', 'right', 'grip']"
67,grip,[ 5 12],[ 5 12],U,left,blue,8,6.568782091140747,"['left', 'left', 'down', 'left', 'left', 'down', 'down', 'grip']"
68,grip,[15 14],[15 14],T,bottom right,magenta,15,12.732938766479492,"['down', 'right', 'down', 'right', 'down right', 'down right', 'right', 'right', 'down', 'down right', 'down', 'right', 'down', 'right', 'grip']"
69,grip,[7 3],[7 3],X,top,cyan,9,7.233026504516602,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'grip']"
70,grip,[13  6],[14  6],T,right,red,8,6.543587684631348,"['right', 'up', 'up', 'right', 'right', 'right', 'up', 'grip']"
71,grip,[15 13],[15 13],T,bottom right,red,11,8.957242727279663,"['right', 'right', 'right', 'down', 'right', 'down', 'right', 'down', 'down', 'right', 'grip']"
72,grip,[ 4 11],[ 4 11],X,left,cyan,8,6.514742851257324,"['left', 'left', 'down', 'left', 'left', 'left', 'down', 'grip']"
73,grip,[10 15],[10 15],X,bottom,green,8,6.397202968597412,"['down', 'down', 'down', 'down', 'down', 'right', 'down', 'grip']"
74,grip,[ 3 11],[ 3 11],Z,left,red,9,7.249032020568848,"['left', 'left', 'left', 'down', 'left', 'down', 'left', 'left', 'grip']"
75,grip,[8 7],[8 7],T,center,green,4,3.350870132446289,"['up', 'up', 'left', 'grip']"
76,grip,[15  4],[15  4],Z,top right,green,14,11.761564016342163,"['up', 'up right', 'up', 'right', 'right', 'up', 'right', 'up right', 'up', 'right', 'right', 'up', 'right', 'grip']"
77,grip,[4 3],[4 3],U,top left,red,12,9.788357257843018,"['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'left', 'left', 'left', 'grip']"
78,grip,[4 4],[4 4],U,top left,red,11,8.904899597167969,"['up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'up', 'left', 'grip']"
79,up,[16 -4],[15  8],P,right,green,20,15.82550597190857,"['up', 'up', 'right', 'right', 'right', 'up', 'right', 'up', 'right', 'up', 'up', 'up', 'up', 'right', 'up', 'up', 'up', 'up', 'right', 'up']"
80,grip,[10 10],[10 10],T,center,green,3,2.552135705947876,"['down', 'right', 'grip']"
81,grip,[11  2],[11  2],U,top,cyan,10,8.178165674209595,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'grip']"
82,grip,[14  7],[14  7],Z,right,blue,8,6.496628046035767,"['right', 'right', 'right', 'right', 'up', 'up', 'right', 'grip']"
83,grip,[2 6],[2 6],P,left,red,11,8.912023305892944,"['up', 'left', 'up', 'left', 'left', 'left', 'up', 'left', 'left', 'left', 'grip']"
84,grip,[16 12],[16 12],T,right,magenta,11,8.92234182357788,"['right', 'right', 'right', 'down', 'right', 'down', 'right', 'down', 'right', 'right', 'grip']"
85,grip,[ 2 13],[ 2 13],Z,bottom left,blue,14,11.75969672203064,"['down', 'left', 'left', 'down left', 'down left', 'left', 'down', 'left', 'down', 'down', 'left', 'left', 'left', 'grip']"
86,grip,[15  3],[15  3],P,top right,blue,13,10.553408861160278,"['up', 'right', 'right', 'up', 'up', 'right', 'right', 'up', 'up', 'right', 'up', 'right', 'grip']"
87,grip,[13 14],[13 14],W,bottom right,magenta,11,9.100013971328735,"['down', 'down', 'down', 'right', 'down right', 'down', 'right', 'down', 'right', 'right', 'grip']"
88,grip,[ 6 15],[ 6 15],W,bottom,blue,10,8.162279605865479,"['down', 'down', 'down', 'down', 'left', 'down', 'left', 'down', 'left', 'grip']"
89,grip,[2 5],[2 5],W,top left,red,12,9.879337787628174,"['left', 'up', 'left', 'up', 'up', 'left', 'left', 'left', 'left', 'up', 'left', 'grip']"
90,grip,[16 16],[16 16],T,bottom right,cyan,15,12.078332424163818,"['down', 'right', 'down', 'down', 'down', 'right', 'right', 'down', 'right', 'right', 'down', 'down', 'right', 'right', 'grip']"
91,grip,[6 7],[7 7],W,center,green,6,4.911192178726196,"['up', 'up', 'left', 'left', 'left', 'grip']"
92,grip,[ 7 13],[ 7 13],W,bottom,green,7,5.740088224411011,"['down', 'down', 'down', 'down', 'left', 'left', 'grip']"
93,grip,[ 4 15],[ 4 14],U,bottom left,cyan,12,9.802818059921265,"['down', 'down', 'left', 'down', 'down', 'left', 'down', 'left', 'left', 'down', 'left', 'grip']"
94,grip,[13 16],[13 16],U,bottom right,green,12,9.712146520614624,"['down', 'down', 'down', 'down', 'down', 'right', 'down', 'right', 'down', 'right', 'right', 'grip']"
95,grip,[6 4],[6 4],T,top,cyan,9,7.341703653335571,"['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'grip']"
96,grip,[6 2],[6 2],W,top,blue,11,8.858997583389282,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'grip']"
97,grip,[13  7],[13  7],X,right,green,8,6.755384683609009,"['right', 'up right', 'right', 'right', 'up', 'right', 'up', 'grip']"
98,grip,[3 6],[3 6],P,left,blue,10,8.162150382995605,"['left', 'up', 'left', 'left', 'up', 'left', 'left', 'up', 'left', 'grip']"
99,grip,[11  2],[11  2],W,top,magenta,10,8.134994745254517,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'grip']"
100,grip,[5 3],[5 3],P,top left,yellow,11,8.998191356658936,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'grip']"
101,grip,[9 4],[9 4],X,top,cyan,6,4.997068405151367,"['up', 'up', 'up', 'up', 'up', 'grip']"
102,grip,[7 2],[7 2],W,top,yellow,10,8.157333374023438,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'grip']"
103,grip,[5 7],[6 7],T,center,blue,7,5.5336949825286865,"['up', 'up', 'left', 'left', 'left', 'left', 'grip']"
104,grip,[8 4],[8 4],Z,top,green,7,5.707962274551392,"['up', 'up', 'up', 'up', 'up', 'left', 'grip']"
105,grip,[3 2],[3 2],X,top left,green,14,11.385762691497803,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'left', 'left', 'grip']"
106,grip,[10 11],[10 11],U,center,green,4,3.3090875148773193,"['down', 'right', 'down', 'grip']"
107,grip,[9 3],[9 3],Z,top,magenta,7,5.81591796875,"['up', 'up', 'up', 'up', 'up', 'up', 'grip']"
108,grip,[ 8 16],[ 8 16],U,bottom,magenta,9,7.336525201797485,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
109,grip,[ 7 16],[ 7 16],U,bottom,blue,10,8.124515056610107,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'left', 'grip']"
110,grip,[ 4 14],[ 4 14],T,bottom left,magenta,11,8.950470447540283,"['down', 'left', 'down', 'left', 'left', 'down', 'down', 'left', 'down', 'left', 'grip']"
111,grip,[ 5 15],[ 5 15],T,bottom left,green,11,8.86121678352356,"['down', 'down', 'down', 'down', 'down', 'left', 'left', 'down', 'left', 'left', 'grip']"
112,grip,[ 4 16],[ 4 16],W,bottom left,blue,13,9.205304622650146,"['down', 'down', 'down', 'left', 'down', 'down', 'left', 'down', 'left', 'down', 'left', 'left', 'grip']"
113,grip,[12  7],[12  7],X,center,cyan,6,3.4511971473693848,"['right', 'up', 'right', 'up', 'right', 'grip']"
114,grip,[10  3],[10  3],Z,top,blue,8,4.523313999176025,"['up', 'up', 'up', 'up', 'up', 'right', 'up', 'grip']"
115,grip,[14 11],[15 11],T,right,yellow,10,5.8246166706085205,"['right', 'right', 'right', 'right', 'down right', 'down right', 'down', 'down', 'right', 'grip']"
116,grip,[15 15],[15 15],X,bottom right,cyan,15,10.723830461502075,"['down', 'down', 'down', 'down right', 'right', 'down right', 'right', 'right', 'down', 'down', 'right', 'right', 'down', 'right', 'grip']"
117,up,[  9 -11],[5 2],T,top left,green,20,15.379919052124023,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']"
118,grip,[2 5],[2 5],Z,top left,red,12,9.374061584472656,"['up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'grip']"
119,grip,[14  5],[14  5],X,top right,cyan,14,11.720417261123657,"['right', 'up', 'up right', 'up', 'up', 'up right', 'right', 'right', 'up right', 'up right', 'right', 'up', 'right', 'grip']"
120,grip,[10 15],[10 14],U,bottom,yellow,8,6.243059396743774,"['down', 'down', 'down', 'down', 'down', 'right', 'down', 'grip']"
121,grip,[ 7 16],[ 8 16],U,bottom,magenta,10,7.824549198150635,"['down', 'down', 'down', 'down', 'left', 'left', 'down', 'down', 'down', 'grip']"
122,grip,[3 8],[3 8],T,left,red,8,6.329880475997925,"['left', 'left', 'left', 'left', 'left', 'up', 'left', 'grip']"
123,grip,[ 8 10],[ 8 10],U,center,blue,3,2.483562707901001,"['down', 'left', 'grip']"
124,grip,[9 6],[8 6],W,center,blue,4,3.2628414630889893,"['up', 'up', 'up', 'grip']"
125,grip,[14 16],[14 16],X,bottom right,blue,13,10.183891773223877,"['down', 'down', 'right', 'down', 'down', 'down', 'right', 'down', 'right', 'down', 'right', 'right', 'grip']"
126,grip,[11 10],[11 10],T,center,cyan,4,3.241471767425537,"['down', 'right', 'right', 'grip']"
127,grip,[ 9 14],[ 9 14],P,bottom,red,6,4.7519590854644775,"['down', 'down', 'down', 'down', 'down', 'grip']"
128,grip,[ 8 16],[ 8 16],U,bottom,green,9,7.1722869873046875,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
129,grip,[8 9],[8 9],P,center,cyan,2,1.6909615993499756,"['left', 'grip']"
130,grip,[10  2],[11  2],Z,top,magenta,9,7.109628915786743,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'up', 'grip']"
131,grip,[13 16],[13 16],T,bottom right,cyan,12,9.334908962249756,"['down', 'down', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'right', 'grip']"
132,grip,[16 17],[16 16],P,bottom right,cyan,16,12.3525869846344,"['down', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'down', 'right', 'down', 'right', 'down', 'down', 'right', 'grip']"
133,grip,[10  7],[10  7],W,center,blue,4,3.293886661529541,"['up', 'up', 'right', 'grip']"
134,grip,[2 6],[2 6],P,left,green,12,9.567354917526245,"['left', 'left', 'up', 'up left', 'up', 'left', 'left', 'up', 'left', 'left', 'left', 'grip']"
135,grip,[16  9],[16  9],X,right,cyan,8,6.338424921035767,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'grip']"
136,grip,[12 13],[12 13],X,bottom,yellow,8,6.268771648406982,"['down', 'down', 'down', 'down', 'right', 'right', 'right', 'grip']"
137,grip,[4 9],[4 9],X,left,green,6,4.771081447601318,"['left', 'left', 'left', 'left', 'left', 'grip']"
138,grip,[4 9],[5 9],T,left,red,6,4.740712642669678,"['left', 'left', 'left', 'left', 'left', 'grip']"
139,grip,[4 7],[4 7],T,left,red,8,6.325985431671143,"['left', 'left', 'left', 'left', 'up', 'up', 'left', 'grip']"
140,grip,[ 9 10],[10 10],T,center,red,2,1.7508459091186523,"['down', 'grip']"
141,grip,[ 5 10],[ 5 10],X,left,blue,6,4.849676609039307,"['left', 'down', 'left', 'left', 'left', 'grip']"
142,up,[ 3 -3],[4 7],P,left,blue,20,15.260963201522827,"['left', 'up', 'left', 'left', 'left', 'up', 'down', 'up', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'up', 'up']"
143,grip,[10  5],[10  4],T,top,magenta,6,4.88135027885437,"['up', 'up', 'up', 'up', 'right', 'grip']"
144,grip,[3 7],[3 6],U,left,cyan,9,7.0199573040008545,"['left', 'up', 'left', 'left', 'up', 'left', 'left', 'left', 'grip']"
145,grip,[15  5],[15  5],Z,top right,magenta,14,11.504840612411499,"['up', 'up right', 'up right', 'right', 'right', 'up right', 'right', 'up', 'right', 'up', 'right', 'up', 'right', 'grip']"
146,grip,[ 5 14],[ 5 14],Z,bottom left,red,10,7.9061596393585205,"['down', 'down', 'down', 'left', 'down', 'left', 'left', 'down', 'left', 'grip']"
147,grip,[ 2 14],[ 2 14],Z,bottom left,magenta,13,10.013511419296265,"['down', 'down', 'down', 'left', 'left', 'left', 'left', 'down', 'left', 'left', 'down', 'left', 'grip']"
148,grip,[7 4],[7 4],T,top,blue,8,6.301462173461914,"['up', 'up', 'up', 'up', 'up', 'left', 'left', 'grip']"
149,left,[ 8 14],[12 15],P,bottom,cyan,20,15.226901531219482,"['down', 'down', 'right', 'down', 'left', 'left', 'right', 'down', 'right', 'left', 'left', 'right', 'down', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
150,grip,[12 12],[12 12],Z,center,cyan,7,5.5297911167144775,"['down', 'right', 'down', 'right', 'down', 'right', 'grip']"
151,grip,[4 5],[4 5],U,top left,red,10,7.719760417938232,"['up', 'up', 'left', 'up', 'up', 'left', 'left', 'left', 'left', 'grip']"
152,grip,[3 7],[3 7],P,left,green,9,6.97351598739624,"['left', 'left', 'left', 'left', 'up', 'left', 'up', 'left', 'grip']"
153,up,[ 4 10],[ 5 10],U,left,yellow,20,15.333447694778442,"['left', 'left', 'left', 'left', 'down', 'left', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up', 'down', 'up']"
154,grip,[2 5],[2 4],T,top left,magenta,12,9.4269118309021,"['up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'grip']"
155,grip,[9 3],[9 3],P,top,red,7,5.456587076187134,"['up', 'up', 'up', 'up', 'up', 'up', 'grip']"
156,grip,[9 2],[8 2],T,top,blue,8,6.285656452178955,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'grip']"
157,grip,[7 3],[7 3],P,top,yellow,9,7.096519470214844,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'grip']"
158,grip,[3 6],[3 6],Z,left,magenta,10,7.960240125656128,"['up', 'left', 'left', 'up', 'left', 'left', 'up', 'left', 'left', 'grip']"
159,grip,[12  4],[12  4],W,top,yellow,9,7.07068133354187,"['up', 'up', 'up', 'up', 'right', 'right', 'up', 'right', 'grip']"
160,grip,[15  5],[15  5],T,top right,red,11,8.54982614517212,"['right', 'right', 'right', 'up', 'up', 'right', 'right', 'up', 'up', 'right', 'grip']"
161,grip,[5 6],[5 5],U,top left,red,8,6.3354573249816895,"['up', 'up', 'up', 'left', 'left', 'left', 'left', 'grip']"
162,grip,[13 10],[13 10],W,right,green,6,4.865024566650391,"['right', 'right', 'right', 'right', 'down', 'grip']"
163,grip,[12 12],[12 12],U,center,blue,7,5.6023712158203125,"['down', 'right', 'down', 'right', 'right', 'down', 'grip']"
164,up,[ 2 -4],[2 3],X,top left,blue,20,15.332159519195557,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up', 'left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up']"
165,grip,[5 6],[5 6],P,left,blue,8,6.351834535598755,"['up', 'up', 'up', 'left', 'left', 'left', 'left', 'grip']"
166,grip,[8 2],[8 2],U,top,red,9,7.116887092590332,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'grip']"
167,grip,[ 9 15],[ 9 15],U,bottom,yellow,7,5.470795392990112,"['down', 'down', 'down', 'down', 'down', 'down', 'grip']"
168,grip,[ 7 11],[ 7 11],X,center,blue,5,3.952936887741089,"['down', 'down', 'left', 'left', 'grip']"
169,grip,[11 12],[12 12],P,center,magenta,6,4.748647928237915,"['down', 'right', 'down', 'right', 'down', 'grip']"
170,grip,[13 16],[14 16],W,bottom right,cyan,12,9.485306978225708,"['down', 'down', 'down', 'down', 'down', 'down', 'right', 'right', 'down', 'right', 'right', 'grip']"
171,down,[14 13],[15 13],W,bottom right,cyan,20,17.50607132911682,"['down right', 'down right', 'down right', 'down right', 'right', 'down right', 'down right', 'down right', 'down', 'right', 'right down', 'right', 'down', 'down right', 'right', 'down right', 'down right', 'right', 'down', 'down']"
172,grip,[14 11],[14 11],W,right,cyan,8,6.416905164718628,"['right', 'right', 'down', 'right', 'right', 'down', 'right', 'grip']"
173,grip,[ 8 10],[ 9 10],U,center,cyan,11,8.60450267791748,"['down', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'grip']"
174,grip,[14  5],[14  5],P,top right,green,10,7.836475849151611,"['right', 'right', 'right', 'up', 'up', 'up', 'right', 'up', 'right', 'grip']"
175,grip,[ 9 16],[ 9 16],W,bottom,yellow,8,6.358332872390747,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'grip']"
176,grip,[13 10],[13 10],T,right,cyan,6,4.839243650436401,"['right', 'right', 'right', 'down', 'right', 'grip']"
177,grip,[2 5],[2 5],X,top left,cyan,12,9.442222833633423,"['up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'grip']"
178,grip,[6 7],[6 7],X,center,cyan,6,4.679527044296265,"['up', 'up', 'left', 'left', 'left', 'grip']"
179,grip,[4 6],[4 6],T,left,blue,9,7.008516550064087,"['up', 'up', 'left', 'left', 'left', 'up', 'left', 'left', 'grip']"
180,grip,[9 4],[9 4],X,top,red,6,4.783287763595581,"['up', 'up', 'up', 'up', 'up', 'grip']"
181,grip,[12  7],[13  7],P,right,cyan,6,4.833595514297485,"['right', 'right', 'up', 'up', 'right', 'grip']"
182,grip,[9 7],[9 7],P,center,cyan,3,2.4638497829437256,"['up', 'up', 'grip']"
183,grip,[14 14],[15 14],P,bottom right,yellow,13,10.116743087768555,"['down', 'right', 'right', 'down', 'down', 'right', 'right', 'down', 'down', 'right', 'up', 'down', 'grip']"
