,last_move,predicted_position,target_position,shape,region,color,steps,time,total_steps_taken
27,grip,[15  5],[15  5],P,top right,red,11,4.577281475067139,"['up', 'up', 'up', 'right', 'up', 'right', 'right', 'right', 'right', 'right', 'grip']"
28,grip,[ 7 13],[ 7 13],Z,bottom,yellow,7,2.9907193183898926,"['down', 'down', 'down', 'down', 'left', 'left', 'grip']"
29,grip,[4 6],[4 6],Z,left,green,9,3.798415422439575,"['up', 'up', 'left', 'left', 'left', 'left', 'up', 'left', 'grip']"
30,grip,[15  5],[15  5],P,top right,red,11,4.559499740600586,"['up', 'up', 'up', 'right', 'right', 'up', 'right', 'right', 'right', 'right', 'grip']"
31,grip,[ 5 13],[ 5 13],P,bottom left,magenta,9,3.9745118618011475,"['down', 'down', 'down', 'left', 'left', 'down', 'left', 'left', 'grip']"
32,grip,[14 10],[14 10],Z,right,green,7,2.9715511798858643,"['right', 'right', 'down', 'right', 'right', 'right', 'grip']"
33,grip,[13 11],[13 11],U,right,yellow,7,2.965877056121826,"['down', 'down', 'right', 'right', 'right', 'right', 'grip']"
34,grip,[6 3],[6 3],T,top,green,10,4.199733734130859,"['up', 'up', 'up', 'up', 'up', 'left', 'up', 'left', 'left', 'grip']"
35,grip,[ 9 12],[ 9 12],Z,center,cyan,4,1.771737813949585,"['down', 'down', 'down', 'grip']"
36,grip,[12 11],[12 11],W,center,red,8,3.3608434200286865,"['down', 'down', 'right', 'right', 'down', 'right', 'up', 'grip']"
37,grip,[ 8 12],[ 8 12],W,center,red,5,2.162280797958374,"['down', 'down', 'down', 'left', 'grip']"
38,grip,[ 9 16],[ 9 16],W,bottom,cyan,8,3.377450704574585,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'grip']"
39,grip,[ 6 16],[ 6 16],T,bottom,red,11,4.5971972942352295,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'down', 'left', 'left', 'grip']"
40,grip,[8 6],[8 6],U,center,cyan,5,2.1523165702819824,"['up', 'up', 'up', 'left', 'grip']"
41,grip,[8 3],[8 3],U,top,red,8,3.384094476699829,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'grip']"
42,grip,[9 4],[9 4],W,top,blue,6,2.5635952949523926,"['up', 'up', 'up', 'up', 'up', 'grip']"
43,grip,[9 7],[9 7],X,center,magenta,3,1.3477022647857666,"['up', 'up', 'grip']"
44,grip,[6 7],[6 7],P,center,red,6,2.571506977081299,"['up', 'left', 'left', 'up', 'left', 'grip']"
45,grip,[7 5],[7 5],W,top,cyan,7,2.9780502319335938,"['up', 'up', 'up', 'up', 'left', 'left', 'grip']"
46,grip,[14 14],[14 14],Z,bottom right,cyan,11,4.827011823654175,"['down', 'down', 'down', 'down', 'right', 'down', 'right', 'right', 'right', 'right', 'grip']"
47,grip,[ 4 11],[ 4 11],W,left,cyan,8,3.3663904666900635,"['left', 'down', 'left', 'left', 'left', 'down', 'left', 'grip']"
48,grip,[ 5 10],[ 5 10],X,left,red,6,2.5636520385742188,"['left', 'left', 'left', 'down', 'left', 'grip']"
49,grip,[6 3],[6 3],W,top,red,10,4.189203500747681,"['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up', 'grip']"
50,grip,[2 3],[2 3],P,top left,yellow,14,5.807103157043457,"['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'up', 'left', 'left', 'left', 'grip']"
51,grip,[11 13],[11 13],X,bottom,yellow,7,2.969879388809204,"['down', 'down', 'down', 'down', 'right', 'right', 'grip']"
52,grip,[ 4 14],[ 4 14],T,bottom left,magenta,11,4.811599969863892,"['down', 'down', 'down', 'left', 'left', 'down', 'left', 'left', 'down', 'left', 'grip']"
53,grip,[16 16],[16 16],U,bottom right,green,15,6.21172571182251,"['down', 'down', 'down', 'right', 'down', 'down', 'right', 'right', 'right', 'down', 'down', 'right', 'right', 'right', 'grip']"
54,grip,[6 5],[6 5],X,top,cyan,8,3.3955564498901367,"['up', 'up', 'up', 'left', 'left', 'up', 'left', 'grip']"
55,grip,[11  4],[11  4],Z,top,red,8,3.4381306171417236,"['up', 'up', 'up', 'up', 'right', 'up', 'right', 'grip']"
56,grip,[8 6],[8 6],T,center,red,5,2.1995432376861572,"['up', 'up', 'up', 'left', 'grip']"
57,grip,[6 4],[6 4],Z,top,red,9,3.8310279846191406,"['up', 'up', 'up', 'up', 'left', 'left', 'up', 'left', 'grip']"
58,grip,[ 6 16],[ 6 16],X,bottom,cyan,11,4.619555234909058,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'left', 'left', 'grip']"
59,grip,[ 6 15],[ 6 15],P,bottom,yellow,10,4.213824987411499,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'left', 'left', 'grip']"
60,grip,[ 5 14],[ 5 14],T,bottom left,red,10,4.161667108535767,"['down', 'down', 'down', 'left', 'left', 'down', 'left', 'down', 'left', 'grip']"
61,grip,[10  5],[10  6],U,center,magenta,6,2.610671281814575,"['up', 'up', 'up', 'up', 'right', 'grip']"
62,grip,[ 2 12],[ 2 12],Z,left,yellow,11,4.6489458084106445,"['left', 'left', 'left', 'left', 'down', 'down', 'left', 'down', 'left', 'left', 'grip']"
63,grip,[ 7 14],[ 7 14],U,bottom,cyan,8,3.4469058513641357,"['down', 'down', 'down', 'down', 'down', 'left', 'left', 'grip']"
64,grip,[12  2],[12  2],U,top,red,11,4.606597185134888,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'up', 'right', 'right', 'grip']"
65,grip,[10 14],[10 14],T,bottom,cyan,7,2.984320878982544,"['down', 'down', 'down', 'down', 'down', 'right', 'grip']"
66,grip,[13  9],[13  9],P,right,green,5,2.1760942935943604,"['right', 'right', 'right', 'right', 'grip']"
67,grip,[ 7 14],[ 7 14],U,bottom,cyan,8,3.3862192630767822,"['down', 'down', 'down', 'down', 'down', 'left', 'left', 'grip']"
68,grip,[ 2 14],[ 2 14],W,bottom left,green,13,5.475008010864258,"['down', 'down', 'left', 'left', 'left', 'down', 'down', 'down', 'left', 'left', 'left', 'left', 'grip']"
69,grip,[13  8],[13  8],W,right,red,6,2.6088266372680664,"['right', 'right', 'right', 'up', 'right', 'grip']"
70,grip,[16  5],[16  5],W,top right,cyan,12,5.262157201766968,"['up', 'up', 'right', 'up', 'right', 'right', 'right', 'up', 'right', 'right', 'right', 'grip']"
71,grip,[3 2],[3 2],W,top left,green,14,5.795418977737427,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up', 'left', 'left', 'left', 'grip']"
72,grip,[ 5 12],[ 5 12],U,left,red,8,3.387439489364624,"['down', 'left', 'down', 'left', 'left', 'down', 'left', 'grip']"
73,grip,[ 9 15],[ 9 15],X,bottom,blue,7,2.9690520763397217,"['down', 'down', 'down', 'down', 'down', 'down', 'grip']"
74,grip,[7 9],[7 9],Z,center,red,3,1.3445611000061035,"['left', 'left', 'grip']"
75,grip,[7 9],[7 9],P,center,yellow,3,1.3367071151733398,"['left', 'left', 'grip']"
76,grip,[15 16],[15 16],Z,bottom right,cyan,14,6.066270351409912,"['down', 'down', 'down', 'down', 'right', 'right', 'down', 'right', 'down', 'right', 'right', 'down', 'right', 'grip']"
77,grip,[ 9 15],[ 9 15],U,bottom,magenta,7,2.9733524322509766,"['down', 'down', 'down', 'down', 'down', 'down', 'grip']"
78,grip,[9 7],[9 7],W,center,cyan,3,1.3673295974731445,"['up', 'up', 'grip']"
79,grip,[10  3],[10  3],T,top,red,8,3.4157822132110596,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'grip']"
80,grip,[13  6],[13  6],X,right,magenta,8,3.3891706466674805,"['up', 'right', 'up', 'right', 'up', 'right', 'right', 'grip']"
81,grip,[ 4 11],[ 4 11],P,left,yellow,8,3.4010050296783447,"['left', 'down', 'left', 'left', 'down', 'left', 'left', 'grip']"
82,grip,[8 6],[8 6],T,center,green,5,2.159464120864868,"['up', 'up', 'up', 'left', 'grip']"
83,grip,[ 8 13],[ 8 13],P,bottom,blue,6,2.571471691131592,"['down', 'down', 'down', 'down', 'left', 'grip']"
84,grip,[10 14],[10 14],Z,bottom,blue,7,2.9946963787078857,"['down', 'down', 'down', 'down', 'down', 'right', 'grip']"
85,grip,[10  6],[10  6],W,center,cyan,5,2.1712141036987305,"['up', 'up', 'up', 'right', 'grip']"
86,grip,[ 3 12],[ 3 12],X,left,blue,10,4.1729512214660645,"['left', 'left', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'grip']"
87,grip,[11  4],[11  4],P,top,magenta,8,3.3808279037475586,"['up', 'up', 'up', 'up', 'up', 'right', 'right', 'grip']"
88,grip,[ 7 10],[ 7 10],U,center,yellow,4,1.7575504779815674,"['left', 'down', 'left', 'grip']"
89,grip,[ 5 11],[ 5 11],P,left,red,7,2.982490301132202,"['left', 'down', 'left', 'left', 'down', 'left', 'grip']"
90,grip,[ 9 16],[ 9 16],W,bottom,blue,8,3.3976404666900635,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'grip']"
91,grip,[12  3],[12  3],W,top,cyan,10,4.196117639541626,"['up', 'up', 'up', 'up', 'up', 'right', 'right', 'up', 'right', 'grip']"
92,grip,[11  4],[11  4],W,top,red,8,3.3999979496002197,"['up', 'up', 'up', 'up', 'right', 'up', 'right', 'grip']"
93,grip,[6 7],[6 7],X,center,red,6,2.5929551124572754,"['up', 'left', 'left', 'up', 'left', 'grip']"
94,grip,[ 6 13],[ 6 13],W,bottom,red,8,3.4052321910858154,"['down', 'down', 'down', 'left', 'left', 'down', 'left', 'grip']"
95,grip,[ 4 11],[ 4 11],T,left,yellow,8,3.3993122577667236,"['left', 'left', 'down', 'left', 'down', 'left', 'left', 'grip']"
96,grip,[ 3 10],[ 3 10],P,left,magenta,8,3.4338185787200928,"['left', 'left', 'left', 'left', 'left', 'down', 'left', 'grip']"
97,grip,[16 13],[16 13],W,bottom right,cyan,14,6.44924521446228,"['down', 'right', 'down right', 'down', 'right', 'down right', 'right', 'down', 'right', 'down', 'right', 'right', 'right', 'grip']"
98,grip,[4 6],[4 6],U,left,red,9,3.820274829864502,"['up', 'up', 'left', 'left', 'left', 'up', 'left', 'left', 'grip']"
99,grip,[10 11],[10 11],U,center,yellow,4,1.76198148727417,"['down', 'down', 'right', 'grip']"
100,grip,[ 2 15],[ 2 15],U,bottom left,yellow,14,5.834556818008423,"['down', 'down', 'down', 'down', 'left', 'left', 'left', 'down', 'left', 'down', 'left', 'left', 'left', 'grip']"
101,grip,[9 4],[9 4],W,top,green,6,2.5923514366149902,"['up', 'up', 'up', 'up', 'up', 'grip']"
102,grip,[16 10],[16 10],P,right,blue,9,3.8067073822021484,"['right', 'right', 'right', 'right', 'down', 'right', 'right', 'right', 'grip']"
103,grip,[10 15],[10 15],W,bottom,blue,8,3.4091567993164062,"['down', 'down', 'down', 'down', 'down', 'down', 'right', 'grip']"
104,grip,[10  2],[10  2],P,top,green,9,3.8313043117523193,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'up', 'grip']"
105,grip,[ 2 10],[ 2 10],W,left,cyan,9,3.852604627609253,"['left', 'left', 'left', 'left', 'left', 'left', 'down', 'left', 'grip']"
106,grip,[15  2],[15  2],T,top right,blue,14,5.853128910064697,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'grip']"
107,grip,[ 6 16],[ 6 16],U,bottom,yellow,11,4.63562273979187,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'left', 'down', 'left', 'grip']"
108,grip,[12 12],[12 12],W,center,blue,7,2.9916000366210938,"['down', 'down', 'down', 'right', 'right', 'right', 'grip']"
109,grip,[8 3],[8 3],Z,top,red,8,3.4025468826293945,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'grip']"
110,grip,[8 3],[8 3],U,top,blue,8,3.409438371658325,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'grip']"
111,grip,[11 13],[11 13],T,bottom,yellow,7,3.009976387023926,"['down', 'down', 'down', 'down', 'right', 'right', 'grip']"
112,grip,[13 11],[13 11],T,right,magenta,7,2.9756295680999756,"['down', 'right', 'right', 'down', 'right', 'right', 'grip']"
113,grip,[13 11],[13 11],X,right,red,7,2.9974567890167236,"['down', 'right', 'down', 'right', 'right', 'right', 'grip']"
114,grip,[ 6 14],[ 6 14],U,bottom,blue,9,3.8132972717285156,"['down', 'down', 'down', 'down', 'left', 'left', 'down', 'left', 'grip']"
115,grip,[16 14],[16 14],X,bottom right,green,13,5.432688236236572,"['down', 'down', 'right', 'right', 'down', 'down', 'right', 'right', 'right', 'down', 'right', 'right', 'grip']"
116,grip,[ 6 15],[ 6 15],U,bottom,green,10,4.244873762130737,"['down', 'down', 'down', 'down', 'down', 'left', 'down', 'left', 'left', 'grip']"
117,grip,[ 9 11],[ 9 11],W,center,red,3,1.3507730960845947,"['down', 'down', 'grip']"
118,grip,[11  8],[11  8],X,center,yellow,4,1.7844231128692627,"['right', 'up', 'right', 'grip']"
119,down,[16 21],[16 16],P,bottom right,blue,20,8.30898904800415,"['down', 'down', 'down', 'down', 'down right', 'down', 'right', 'right', 'right', 'down', 'right', 'down', 'right', 'down', 'right', 'right', 'down', 'down', 'down', 'down']"
120,grip,[2 2],[2 2],U,top left,cyan,15,6.566943645477295,"['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'left', 'left', 'left', 'up', 'left', 'left', 'grip']"
121,grip,[ 9 12],[ 9 12],X,center,red,4,1.7722713947296143,"['down', 'down', 'down', 'grip']"
122,grip,[8 6],[8 6],Z,center,yellow,5,2.2063982486724854,"['up', 'up', 'up', 'left', 'grip']"
123,grip,[3 6],[3 6],W,left,red,10,4.238983631134033,"['up', 'left', 'left', 'up', 'left', 'left', 'up', 'left', 'left', 'grip']"
124,grip,[ 8 13],[ 8 13],Z,bottom,yellow,6,2.581146240234375,"['down', 'down', 'down', 'down', 'left', 'grip']"
125,grip,[ 2 15],[ 2 15],P,bottom left,red,14,5.846295118331909,"['down', 'down', 'down', 'left', 'left', 'left', 'down', 'down', 'left', 'down', 'left', 'left', 'left', 'grip']"
126,grip,[9 3],[9 3],W,top,yellow,7,2.963822364807129,"['up', 'up', 'up', 'up', 'up', 'up', 'grip']"
127,grip,[4 7],[4 7],T,left,green,8,3.383884906768799,"['left', 'left', 'up', 'left', 'left', 'up', 'left', 'grip']"
128,grip,[11 10],[11 10],X,center,red,4,1.7572591304779053,"['down', 'right', 'right', 'grip']"
129,grip,[2 7],[2 7],U,left,blue,10,4.172691822052002,"['left', 'left', 'left', 'left', 'up', 'left', 'up', 'left', 'left', 'grip']"
130,grip,[ 2 15],[ 2 15],U,bottom left,red,14,5.832236051559448,"['down', 'down', 'left', 'left', 'down', 'left', 'down', 'down', 'left', 'down', 'left', 'left', 'left', 'grip']"
131,grip,[ 7 14],[ 7 14],Z,bottom,blue,8,3.391287326812744,"['down', 'down', 'down', 'down', 'down', 'left', 'left', 'grip']"
132,grip,[11 10],[11 10],U,center,magenta,4,1.7493362426757812,"['down', 'right', 'right', 'grip']"
133,grip,[ 4 14],[ 4 14],Z,bottom left,red,11,4.5977818965911865,"['down', 'down', 'down', 'left', 'down', 'left', 'left', 'down', 'left', 'left', 'grip']"
134,grip,[12  8],[12  8],W,center,blue,5,2.163203239440918,"['right', 'up', 'right', 'right', 'grip']"
135,grip,[15 16],[15 16],T,bottom right,magenta,14,6.122759103775024,"['down', 'down', 'down', 'down', 'right', 'down', 'right', 'down', 'right', 'right', 'right', 'down', 'right', 'grip']"
136,grip,[5 4],[5 4],W,top left,magenta,10,4.448747158050537,"['up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'up', 'grip']"
137,grip,[16  9],[16  9],P,right,magenta,8,3.384861707687378,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'grip']"
138,grip,[ 8 13],[ 8 13],X,bottom,magenta,6,2.576713800430298,"['down', 'down', 'down', 'down', 'left', 'grip']"
139,grip,[9 7],[9 7],W,center,yellow,3,1.3407402038574219,"['up', 'up', 'grip']"
140,grip,[14 14],[14 14],W,bottom right,blue,11,4.617687702178955,"['down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'right', 'right', 'grip']"
141,grip,[6 3],[6 3],U,top,cyan,10,4.200846195220947,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'grip']"
142,grip,[12  2],[12  2],X,top,cyan,11,4.583901882171631,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'up', 'right', 'grip']"
143,grip,[2 2],[2 2],X,top left,red,15,6.243648290634155,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'left', 'up', 'left', 'left', 'grip']"
144,grip,[6 3],[6 3],W,top,yellow,10,4.209102153778076,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'grip']"
145,grip,[ 3 10],[ 3 10],Z,left,green,8,3.386338472366333,"['left', 'left', 'left', 'left', 'left', 'down', 'left', 'grip']"
146,grip,[8 9],[8 9],P,center,red,2,0.9312562942504883,"['left', 'grip']"
147,grip,[ 7 10],[ 7 10],U,center,red,4,1.766148328781128,"['left', 'down', 'left', 'grip']"
148,grip,[ 8 13],[ 8 13],T,bottom,cyan,6,2.5586109161376953,"['down', 'down', 'down', 'down', 'left', 'grip']"
149,grip,[10  6],[10  6],X,center,yellow,5,2.179995536804199,"['up', 'up', 'up', 'right', 'grip']"
150,grip,[4 6],[4 6],T,left,green,9,3.7946033477783203,"['up', 'left', 'up', 'left', 'left', 'up', 'left', 'left', 'grip']"
151,grip,[11  9],[11  9],W,center,green,3,1.3543322086334229,"['right', 'right', 'grip']"
152,grip,[9 4],[9 4],Z,top,red,6,2.572266101837158,"['up', 'up', 'up', 'up', 'up', 'grip']"
153,grip,[3 6],[3 6],W,left,yellow,10,4.169987678527832,"['up', 'left', 'left', 'up', 'left', 'left', 'up', 'left', 'left', 'grip']"
154,grip,[ 5 13],[ 5 13],P,bottom left,red,9,3.7865898609161377,"['down', 'down', 'left', 'down', 'left', 'left', 'down', 'left', 'grip']"
155,grip,[11  4],[11  4],T,top,cyan,8,3.3836441040039062,"['up', 'up', 'up', 'up', 'right', 'up', 'right', 'grip']"
156,grip,[10 11],[10 11],Z,center,red,4,1.7473180294036865,"['down', 'down', 'right', 'grip']"
157,grip,[12  5],[12  5],Z,top,green,8,3.3857572078704834,"['up', 'up', 'up', 'right', 'up', 'right', 'right', 'grip']"
158,grip,[ 3 16],[ 3 16],X,bottom left,red,14,5.897644281387329,"['down', 'down', 'down', 'down', 'left', 'left', 'down', 'left', 'down', 'down', 'left', 'left', 'left', 'grip']"
159,grip,[14 16],[14 16],X,bottom right,red,13,5.441246271133423,"['down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'right', 'right', 'grip']"
160,grip,[6 8],[6 8],T,center,green,5,2.201817750930786,"['left', 'left', 'left', 'up', 'grip']"
161,grip,[13  8],[13  8],P,right,red,6,2.593055486679077,"['right', 'right', 'right', 'up', 'right', 'grip']"
162,grip,[13 13],[13 13],U,bottom right,yellow,9,3.8056626319885254,"['down', 'down', 'down', 'right', 'right', 'down', 'right', 'right', 'grip']"
163,grip,[9 4],[9 4],U,top,green,6,2.6084535121917725,"['up', 'up', 'up', 'up', 'up', 'grip']"
164,grip,[6 4],[6 4],P,top,green,9,3.838172674179077,"['up', 'up', 'up', 'up', 'left', 'left', 'up', 'left', 'grip']"
165,grip,[11  7],[11  7],Z,center,blue,5,2.1797258853912354,"['up', 'right', 'up', 'right', 'grip']"
166,grip,[ 8 16],[ 8 16],T,bottom,yellow,9,3.8229262828826904,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
167,grip,[7 7],[7 7],P,center,cyan,5,2.17311954498291,"['up', 'up', 'left', 'left', 'grip']"
168,grip,[6 7],[6 7],T,center,magenta,6,2.5801339149475098,"['left', 'left', 'up', 'left', 'up', 'grip']"
169,grip,[4 8],[4 8],U,left,magenta,7,2.9945068359375,"['left', 'left', 'left', 'left', 'up', 'left', 'grip']"
170,grip,[ 4 11],[ 4 11],T,left,green,8,3.352405309677124,"['left', 'left', 'left', 'down', 'left', 'down', 'left', 'grip']"
171,grip,[ 6 16],[ 6 16],X,bottom,blue,11,4.6344521045684814,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'down', 'left', 'left', 'grip']"
172,grip,[15  5],[15  5],X,top right,magenta,11,4.829002857208252,"['up', 'up', 'up', 'right', 'right', 'right', 'up', 'right', 'right', 'right', 'grip']"
173,grip,[ 9 15],[ 9 15],W,bottom,green,7,2.9747211933135986,"['down', 'down', 'down', 'down', 'down', 'down', 'grip']"
174,grip,[15 10],[15 10],Z,right,cyan,8,3.3889060020446777,"['right', 'right', 'down', 'right', 'right', 'right', 'right', 'grip']"
175,grip,[ 6 16],[ 6 16],T,bottom,blue,11,4.5995025634765625,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'down', 'left', 'left', 'grip']"
176,grip,[ 2 14],[ 2 14],Z,bottom left,yellow,13,5.526396751403809,"['down', 'down', 'down', 'left', 'down', 'left', 'left', 'left', 'down', 'left', 'left', 'left', 'grip']"
177,grip,[4 5],[4 5],U,top left,cyan,10,4.44014310836792,"['up', 'up', 'up', 'left', 'left', 'left', 'left', 'up', 'left', 'grip']"
178,grip,[ 7 16],[ 7 16],X,bottom,magenta,10,4.235062837600708,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'left', 'grip']"
179,grip,[15  2],[15  2],W,top right,red,14,5.881933212280273,"['up', 'up', 'up', 'up', 'up', 'right', 'up', 'right', 'right', 'right', 'right', 'up', 'right', 'grip']"
180,grip,[12  5],[12  5],Z,top,cyan,8,3.4048221111297607,"['up', 'up', 'up', 'right', 'right', 'up', 'right', 'grip']"
181,grip,[10 12],[10 12],P,center,cyan,5,2.173192024230957,"['down', 'down', 'down', 'right', 'grip']"
182,grip,[ 2 14],[ 2 14],W,bottom left,red,13,5.45909309387207,"['down', 'down', 'down', 'left', 'left', 'left', 'down', 'left', 'left', 'down', 'left', 'left', 'grip']"
183,grip,[8 6],[8 6],U,center,yellow,5,2.176927328109741,"['up', 'up', 'up', 'left', 'grip']"
184,grip,[11  8],[11  8],W,center,cyan,4,1.8019533157348633,"['right', 'up', 'right', 'grip']"
185,grip,[16  9],[16  9],U,right,yellow,8,3.4048824310302734,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'grip']"
186,grip,[15  6],[15  6],P,right,magenta,10,4.255954265594482,"['up', 'right', 'up', 'right', 'right', 'right', 'up', 'right', 'right', 'grip']"
187,grip,[12  5],[12  5],U,top,red,8,3.4299869537353516,"['up', 'up', 'up', 'up', 'right', 'right', 'right', 'grip']"
188,grip,[16 14],[16 14],P,bottom right,magenta,14,6.263582229614258,"['down', 'down', 'down', 'down right', 'right', 'right', 'right', 'right', 'down', 'right', 'down', 'right', 'right', 'grip']"
189,grip,[7 5],[7 5],T,top,blue,7,3.003096103668213,"['up', 'up', 'up', 'left', 'left', 'up', 'grip']"
190,grip,[ 8 12],[ 8 12],U,center,cyan,5,2.179485321044922,"['down', 'down', 'down', 'left', 'grip']"
191,grip,[15 16],[15 16],W,bottom right,blue,14,5.8258349895477295,"['down', 'down', 'down', 'down', 'right', 'down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'grip']"
192,grip,[10  8],[10  8],Z,center,red,3,1.3543775081634521,"['up', 'right', 'grip']"
193,grip,[ 5 14],[ 5 14],Z,bottom left,red,10,4.200644254684448,"['down', 'down', 'down', 'down', 'left', 'left', 'down', 'left', 'left', 'grip']"
194,grip,[10  2],[10  2],W,top,red,9,3.8064754009246826,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'grip']"
